planner,scenario,instance,parameter,value,metric,result
RRT*,normal_city,0,rrt_goal_bias,0.02,success,1.0
RRT*,normal_city,1,rrt_goal_bias,0.02,success,1.0
RRT*,normal_city,2,rrt_goal_bias,0.02,success,1.0
RRT*,normal_city,3,rrt_goal_bias,0.02,success,1.0
RRT*,normal_city,4,rrt_goal_bias,0.02,success,1.0
RRT*,normal_city,5,rrt_goal_bias,0.02,success,1.0
RRT*,normal_city,6,rrt_goal_bias,0.02,success,1.0
RRT*,normal_city,7,rrt_goal_bias,0.02,success,1.0
RRT*,normal_city,8,rrt_goal_bias,0.02,success,1.0
RRT*,normal_city,9,rrt_goal_bias,0.02,success,1.0
RRT*,normal_city,10,rrt_goal_bias,0.02,success,1.0
RRT*,normal_city,11,rrt_goal_bias,0.02,success,1.0
RRT*,normal_city,12,rrt_goal_bias,0.02,success,1.0
RRT*,normal_city,13,rrt_goal_bias,0.02,success,1.0
RRT*,normal_city,14,rrt_goal_bias,0.02,success,1.0
RRT*,normal_city,15,rrt_goal_bias,0.02,success,1.0
RRT*,normal_city,16,rrt_goal_bias,0.02,success,1.0
RRT*,normal_city,17,rrt_goal_bias,0.02,success,1.0
RRT*,normal_city,18,rrt_goal_bias,0.02,success,1.0
RRT*,normal_city,19,rrt_goal_bias,0.02,success,1.0
RRT*,normal_city,20,rrt_goal_bias,0.02,success,1.0
RRT*,normal_city,21,rrt_goal_bias,0.02,success,1.0
RRT*,normal_city,22,rrt_goal_bias,0.02,success,1.0
RRT*,normal_city,23,rrt_goal_bias,0.02,success,1.0
RRT*,normal_city,24,rrt_goal_bias,0.02,success,1.0
RRT*,normal_city,25,rrt_goal_bias,0.02,success,1.0
RRT*,normal_city,26,rrt_goal_bias,0.02,success,1.0
RRT*,normal_city,27,rrt_goal_bias,0.02,success,1.0
RRT*,normal_city,28,rrt_goal_bias,0.02,success,1.0
RRT*,normal_city,29,rrt_goal_bias,0.02,success,1.0
RRT*,blocked_road,0,rrt_goal_bias,0.02,success,1.0
RRT*,blocked_road,1,rrt_goal_bias,0.02,success,1.0
RRT*,blocked_road,2,rrt_goal_bias,0.02,success,1.0
RRT*,blocked_road,3,rrt_goal_bias,0.02,success,1.0
RRT*,blocked_road,4,rrt_goal_bias,0.02,success,1.0
RRT*,blocked_road,5,rrt_goal_bias,0.02,success,1.0
RRT*,blocked_road,6,rrt_goal_bias,0.02,success,1.0
RRT*,blocked_road,7,rrt_goal_bias,0.02,success,1.0
RRT*,blocked_road,8,rrt_goal_bias,0.02,success,1.0
RRT*,blocked_road,9,rrt_goal_bias,0.02,success,1.0
RRT*,blocked_road,10,rrt_goal_bias,0.02,success,1.0
RRT*,blocked_road,11,rrt_goal_bias,0.02,success,1.0
RRT*,blocked_road,12,rrt_goal_bias,0.02,success,1.0
RRT*,blocked_road,13,rrt_goal_bias,0.02,success,1.0
RRT*,blocked_road,14,rrt_goal_bias,0.02,success,1.0
RRT*,blocked_road,15,rrt_goal_bias,0.02,success,1.0
RRT*,blocked_road,16,rrt_goal_bias,0.02,success,1.0
RRT*,blocked_road,17,rrt_goal_bias,0.02,success,1.0
RRT*,blocked_road,18,rrt_goal_bias,0.02,success,1.0
RRT*,blocked_road,19,rrt_goal_bias,0.02,success,1.0
RRT*,blocked_road,20,rrt_goal_bias,0.02,success,1.0
RRT*,blocked_road,21,rrt_goal_bias,0.02,success,1.0
RRT*,blocked_road,22,rrt_goal_bias,0.02,success,1.0
RRT*,blocked_road,23,rrt_goal_bias,0.02,success,1.0
RRT*,blocked_road,24,rrt_goal_bias,0.02,success,1.0
RRT*,blocked_road,25,rrt_goal_bias,0.02,success,1.0
RRT*,blocked_road,26,rrt_goal_bias,0.02,success,1.0
RRT*,blocked_road,27,rrt_goal_bias,0.02,success,1.0
RRT*,blocked_road,28,rrt_goal_bias,0.02,success,1.0
RRT*,blocked_road,29,rrt_goal_bias,0.02,success,1.0
RRT*,dense_city,0,rrt_goal_bias,0.02,success,1.0
RRT*,dense_city,1,rrt_goal_bias,0.02,success,1.0
RRT*,dense_city,2,rrt_goal_bias,0.02,success,1.0
RRT*,dense_city,3,rrt_goal_bias,0.02,success,1.0
RRT*,dense_city,4,rrt_goal_bias,0.02,success,1.0
RRT*,dense_city,5,rrt_goal_bias,0.02,success,1.0
RRT*,dense_city,6,rrt_goal_bias,0.02,success,1.0
RRT*,dense_city,7,rrt_goal_bias,0.02,success,1.0
RRT*,dense_city,8,rrt_goal_bias,0.02,success,1.0
RRT*,dense_city,9,rrt_goal_bias,0.02,success,0.0
RRT*,dense_city,10,rrt_goal_bias,0.02,success,1.0
