planner,scenario,instance,parameter,value,metric,result
RRT*,normal_city,0,rrt_max_iter,1500,success,1.0
RRT*,normal_city,1,rrt_max_iter,1500,success,1.0
RRT*,normal_city,2,rrt_max_iter,1500,success,1.0
RRT*,normal_city,3,rrt_max_iter,1500,success,1.0
RRT*,normal_city,4,rrt_max_iter,1500,success,1.0
RRT*,normal_city,5,rrt_max_iter,1500,success,1.0
RRT*,normal_city,6,rrt_max_iter,1500,success,1.0
RRT*,normal_city,7,rrt_max_iter,1500,success,1.0
RRT*,normal_city,8,rrt_max_iter,1500,success,1.0
RRT*,normal_city,9,rrt_max_iter,1500,success,1.0
RRT*,normal_city,10,rrt_max_iter,1500,success,1.0
RRT*,normal_city,11,rrt_max_iter,1500,success,1.0
RRT*,normal_city,12,rrt_max_iter,1500,success,1.0
RRT*,normal_city,13,rrt_max_iter,1500,success,1.0
RRT*,normal_city,14,rrt_max_iter,1500,success,1.0
RRT*,normal_city,15,rrt_max_iter,1500,success,1.0
RRT*,normal_city,16,rrt_max_iter,1500,success,1.0
RRT*,normal_city,17,rrt_max_iter,1500,success,1.0
RRT*,normal_city,18,rrt_max_iter,1500,success,1.0
RRT*,normal_city,19,rrt_max_iter,1500,success,1.0
RRT*,normal_city,20,rrt_max_iter,1500,success,1.0
RRT*,normal_city,21,rrt_max_iter,1500,success,1.0
RRT*,normal_city,22,rrt_max_iter,1500,success,1.0
RRT*,normal_city,23,rrt_max_iter,1500,success,0.0
RRT*,normal_city,24,rrt_max_iter,1500,success,1.0
RRT*,normal_city,25,rrt_max_iter,1500,success,1.0
RRT*,normal_city,26,rrt_max_iter,1500,success,1.0
RRT*,normal_city,27,rrt_max_iter,1500,success,1.0
RRT*,normal_city,28,rrt_max_iter,1500,success,1.0
RRT*,normal_city,29,rrt_max_iter,1500,success,1.0
RRT*,blocked_road,0,rrt_max_iter,1500,success,1.0
RRT*,blocked_road,1,rrt_max_iter,1500,success,1.0
RRT*,blocked_road,2,rrt_max_iter,1500,success,1.0
RRT*,blocked_road,3,rrt_max_iter,1500,success,1.0
RRT*,blocked_road,4,rrt_max_iter,1500,success,1.0
RRT*,blocked_road,5,rrt_max_iter,1500,success,1.0
RRT*,blocked_road,6,rrt_max_iter,1500,success,1.0
RRT*,blocked_road,7,rrt_max_iter,1500,success,1.0
RRT*,blocked_road,8,rrt_max_iter,1500,success,1.0
RRT*,blocked_road,9,rrt_max_iter,1500,success,1.0
RRT*,blocked_road,10,rrt_max_iter,1500,success,1.0
RRT*,blocked_road,11,rrt_max_iter,1500,success,1.0
RRT*,blocked_road,12,rrt_max_iter,1500,success,1.0
