scenario,algorithm,instance,repeat,success,path_length,astar_length,length_ratio,comp_time,smoothness,curvature,max_curvature,clearance_min,clearance_mean,total_turning,sharp_turns,radius_violated,drive_time_curved,switches,false_alarm,time_to_detection,collision_checks
dense_city,Hybrid,27,0,1,161.349,152.527,1.0578,1.24151,0.1056,0.1419,1.9938,1.62,2.756,22.8929,21,1,39.8088,1,nan,nan,68057
dense_city,Modified,27,0,1,152.855,152.527,1.0022,1.8402,0.0319,0.0766,1.0189,1.62,3.045,11.7079,9,1,29.1368,1,nan,nan,105391
dense_city,Adaptive,27,0,1,156.753,152.527,1.0277,0.58969,0.0847,0.1103,1.2702,1.62,2.801,17.2891,18,1,33.9542,1,nan,nan,33861
dense_city,Bezier,27,0,1,187.364,152.527,1.2284,0.59528,0.044,0.0804,1.1884,1.62,2.815,15.0579,14,1,38.5387,1,nan,nan,36599
dense_city,BSpline,27,0,1,154.85,152.527,1.0152,1.68863,0.0489,0.0981,1.1159,1.62,2.693,15.1932,9,1,31.178,1,nan,nan,93130
dense_city,Dubins,27,0,1,155.871,152.527,1.0219,0.81498,0.0417,0.0756,1.1597,1.62,3.097,11.781,9,1,30.06,1,nan,nan,48715
dense_city,APF,28,0,0,15.4,150.184,0.1025,0.01433,0.0115,0.0494,0.548,1.517,2.153,0.7606,1,1,2.8507,0,nan,nan,69
dense_city,RRT*,28,0,1,154.189,150.184,1.0267,1.19367,0.168,0.065,1.1556,2.155,3.433,10.0271,9,1,30.2986,0,nan,nan,67718
dense_city,RRT*+Bezier,28,0,1,154.189,150.184,1.0267,1.24565,0.168,0.065,1.1556,2.155,3.433,10.0271,9,1,30.2986,0,nan,nan,67749
dense_city,Hybrid,28,0,1,158.411,150.184,1.0548,0.83169,0.0618,0.0466,1.1924,1.517,2.529,7.3743,6,1,27.6502,1,nan,nan,45269
dense_city,Modified,28,0,1,164.357,150.184,1.0944,0.90451,0.0385,0.0383,1.1004,1.517,2.464,6.2876,5,1,27.6003,1,nan,nan,53168
dense_city,Adaptive,28,0,1,182.759,150.184,1.2169,0.76705,0.0929,0.0703,1.4016,1.517,2.605,12.848,10,1,36.7793,1,nan,nan,43930
dense_city,Bezier,28,0,1,155.243,150.184,1.0337,1.94911,0.0656,0.073,1.2658,1.517,2.678,11.3285,10,1,32.8386,1,nan,nan,105850
dense_city,BSpline,28,0,1,153.93,150.184,1.0249,0.91978,0.066,0.0701,1.4628,1.517,2.515,10.7878,7,1,30.251,1,nan,nan,52086
