scenario,algorithm,instance,repeat,success,path_length,astar_length,length_ratio,comp_time,smoothness,curvature,max_curvature,clearance_min,clearance_mean,total_turning,sharp_turns,radius_violated,drive_time_curved,switches,false_alarm,time_to_detection,collision_checks,planner,parameter,value
dense_city,RRT*,10,0,1,159.603,145.497,1.0969,0.55973,0.1494,0.0765,1.2245,1.871,3.012,12.202,12,1,34.6914,0,,,19912,RRT*,rrt_step,4.0
dense_city,RRT*,11,0,1,168.922,147.255,1.1471,1.59836,0.1521,0.0792,1.1836,1.577,2.97,13.377,10,1,35.5931,0,,,54561,RRT*,rrt_step,4.0
dense_city,RRT*,12,0,1,158.21,151.841,1.0419,0.48163,0.144,0.0743,1.1253,1.684,2.938,11.7582,13,1,34.3228,0,,,18352,RRT*,rrt_step,4.0
dense_city,RRT*,13,0,1,159.674,145.497,1.0974,0.49766,0.0917,0.0523,1.0768,1.614,3.141,8.3525,6,1,30.4629,0,,,19473,RRT*,rrt_step,4.0
dense_city,RRT*,14,0,1,148.428,145.497,1.0201,1.01193,0.1635,0.0796,1.3109,1.646,2.909,11.8167,10,1,32.5453,0,,,34284,RRT*,rrt_step,4.0
dense_city,RRT*,15,0,1,150.308,145.497,1.0331,1.6982,0.1907,0.1036,1.2537,1.688,3.018,15.5779,14,1,36.7268,0,,,58051,RRT*,rrt_step,4.0
dense_city,RRT*,16,0,1,153.278,148.426,1.0327,1.28728,0.1433,0.0852,1.3899,1.693,3.044,13.0518,14,1,34.1998,0,,,41193,RRT*,rrt_step,4.0
dense_city,RRT*,17,0,1,157.169,144.912,1.0846,0.6816,0.1021,0.049,1.242,1.852,3.512,7.7003,7,1,28.6634,0,,,25505,RRT*,rrt_step,4.0
dense_city,RRT*,18,0,1,155.956,150.184,1.0384,1.21679,0.1152,0.058,1.061,1.775,3.078,9.0517,9,1,30.569,0,,,45113,RRT*,rrt_step,4.0
dense_city,RRT*,19,0,1,158.747,150.184,1.057,1.11298,0.0956,0.0492,1.2877,1.588,3.075,7.8099,7,1,28.6005,0,,,45505,RRT*,rrt_step,4.0
normal_city,RRT*,0,0,1,153.837,139.64,1.1017,0.54563,0.1046,0.0577,1.3751,1.704,6.405,8.8711,10,1,30.3028,0,0.0,,27630,RRT*,rrt_step,3.0
normal_city,RRT*,1,0,1,145.866,143.154,1.0189,0.23599,0.107,0.0599,1.1658,1.743,4.538,8.7429,7,1,29.4939,0,0.0,,12867,RRT*,rrt_step,3.0
normal_city,RRT*,2,0,1,148.213,143.154,1.0353,0.62175,0.1015,0.0602,1.0904,1.85,4.166,8.9268,7,1,29.4929,0,0.0,,29726,RRT*,rrt_step,3.0
normal_city,RRT*,3,0,1,144.087,140.811,1.0233,0.29137,0.1273,0.0777,0.8278,1.512,3.353,11.1985,16,1,33.1301,0,0.0,,15258,RRT*,rrt_step,3.0
normal_city,RRT*,4,0,1,144.625,141.983,1.0186,0.28617,0.097,0.0611,1.0176,1.613,4.118,8.8398,11,1,28.8436,0,0.0,,15547,RRT*,rrt_step,3.0
normal_city,RRT*,5,0,1,143.345,141.397,1.0138,0.22995,0.1297,0.0739,1.2439,1.943,5.138,10.5956,11,1,31.2342,0,0.0,,12587,RRT*,rrt_step,3.0
normal_city,RRT*,6,0,1,147.756,143.154,1.0321,0.38262,0.0985,0.0566,0.7965,2.013,4.259,8.3567,11,1,29.2125,0,0.0,,18836,RRT*,rrt_step,3.0
normal_city,RRT*,7,0,1,147.396,141.983,1.0381,0.88468,0.112,0.0668,0.9398,1.658,3.384,9.8521,10,1,30.0151,0,0.0,,36166,RRT*,rrt_step,3.0
normal_city,RRT*,8,0,1,147.903,141.397,1.046,0.19946,0.12,0.0714,1.2742,1.942,3.918,10.5601,11,1,31.1206,0,0.0,,10435,RRT*,rrt_step,3.0
normal_city,RRT*,9,0,1,143.195,140.811,1.0169,8.73261,0.1155,0.0634,1.0517,1.952,3.988,9.0747,8,1,29.347,0,0.0,,276026,RRT*,rrt_step,3.0
normal_city,RRT*,10,0,1,147.443,141.983,1.0385,0.77194,0.1159,0.0617,1.3578,1.716,4.014,9.1035,7,1,29.0329,0,0.0,,33027,RRT*,rrt_step,3.0
normal_city,RRT*,11,0,1,143.593,140.811,1.0198,0.47353,0.1106,0.0581,0.9883,1.859,4.735,8.3389,6,1,28.5956,0,0.0,,21251,RRT*,rrt_step,3.0
normal_city,RRT*,12,0,1,141.664,140.811,1.0061,1.15169,0.1164,0.0697,1.2049,1.752,3.887,9.8727,7,1,29.8057,0,0.0,,46348,RRT*,rrt_step,3.0
normal_city,RRT*,13,0,1,142.638,141.983,1.0046,0.80305,0.1264,0.0779,1.5196,1.842,3.426,11.1186,8,1,31.864,0,0.0,,35324,RRT*,rrt_step,3.0
normal_city,RRT*,14,0,1,144.699,140.811,1.0276,0.68258,0.1442,0.0845,0.8858,2.2,3.782,12.234,15,1,33.2714,0,0.0,,30993,RRT*,rrt_step,3.0
normal_city,RRT*,15,0,1,155.263,140.811,1.1026,0.39743,0.0687,0.0403,1.0004,1.659,4.111,6.2573,4,1,27.8063,0,0.0,,20373,RRT*,rrt_step,3.0
normal_city,RRT*,16,0,1,148.372,140.811,1.0537,0.88303,0.1473,0.078,1.3732,1.518,3.546,11.5663,12,1,33.1193,0,0.0,,37657,RRT*,rrt_step,3.0
normal_city,RRT*,17,0,1,152.572,142.569,1.0702,1.03257,0.1222,0.0704,0.9544,1.541,4.134,10.7481,11,1,32.6237,0,0.0,,47105,RRT*,rrt_step,3.0
normal_city,RRT*,18,0,1,142.775,141.397,1.0097,1.66076,0.1112,0.0636,0.9432,1.82,3.893,9.0845,8,1,29.1456,0,0.0,,70025,RRT*,rrt_step,3.0
normal_city,RRT*,19,0,1,147.167,140.811,1.0451,2.76358,0.0986,0.0526,0.9136,2.367,4.113,7.7475,7,1,28.3657,0,0.0,,106791,RRT*,rrt_step,3.0
blocked_road,RRT*,0,0,1,180.821,150.77,1.1993,0.36015,0.1275,0.0753,1.7535,1.547,4.378,13.6228,14,1,40.1525,0,,,18345,RRT*,rrt_step,3.0
blocked_road,RRT*,1,0,1,183.491,147.255,1.2461,1.15678,0.1063,0.0619,1.1637,1.598,5.944,11.3553,13,1,37.3253,0,,,46752,RRT*,rrt_step,3.0
blocked_road,RRT*,2,0,1,157.032,149.012,1.0538,0.38597,0.0973,0.0564,1.3406,1.831,4.493,8.8634,9,1,31.5791,0,,,18176,RRT*,rrt_step,3.0
blocked_road,RRT*,3,0,1,157.222,147.841,1.0635,3.16321,0.0637,0.0369,0.7547,1.816,4.304,5.7991,5,1,27.5142,0,,,115778,RRT*,rrt_step,3.0
blocked_road,RRT*,4,0,1,158.342,148.255,1.068,1.00589,0.0732,0.0436,0.7683,1.562,4.035,6.8969,5,1,29.0042,0,,,41280,RRT*,rrt_step,3.0
blocked_road,RRT*,5,0,1,152.397,148.426,1.0268,0.60688,0.0932,0.0499,0.9458,1.801,4.579,7.6102,8,1,29.3149,0,,,25269,RRT*,rrt_step,3.0
blocked_road,RRT*,6,0,1,148.872,149.598,0.9951,0.54539,0.0756,0.0479,0.9401,2.41,5.81,7.1297,5,1,27.8882,0,,,27762,RRT*,rrt_step,3.0
blocked_road,RRT*,7,0,1,153.572,149.012,1.0306,0.24312,0.0884,0.0506,0.8702,1.744,3.992,7.7778,7,1,29.4266,0,,,13461,RRT*,rrt_step,3.0
blocked_road,RRT*,8,0,1,149.164,148.426,1.005,1.4742,0.0833,0.0456,0.7904,1.794,3.641,6.8062,7,1,26.9041,0,,,60799,RRT*,rrt_step,3.0
blocked_road,RRT*,9,0,1,159.661,147.841,1.08,2.7307,0.069,0.0366,0.9253,2.188,3.871,5.8514,5,1,27.0715,0,,,108880,RRT*,rrt_step,3.0
blocked_road,RRT*,10,0,1,153.526,149.012,1.0303,0.91856,0.1111,0.0659,1.1646,1.968,3.76,10.1199,10,1,31.9531,0,,,41176,RRT*,rrt_step,3.0
blocked_road,RRT*,11,0,1,151.58,147.841,1.0253,0.59114,0.0914,0.0531,0.9891,1.86,4.717,8.0436,10,1,29.715,0,,,26887,RRT*,rrt_step,3.0
blocked_road,RRT*,12,0,1,157.407,147.841,1.0647,2.15683,0.1003,0.054,1.1333,2.025,3.77,8.5068,10,1,30.735,0,,,88544,RRT*,rrt_step,3.0
blocked_road,RRT*,13,0,1,152.179,149.012,1.0213,1.05801,0.0821,0.0492,0.8783,1.793,3.344,7.4837,8,1,28.9927,0,,,47043,RRT*,rrt_step,3.0
blocked_road,RRT*,14,0,1,150.321,147.841,1.0168,1.16869,0.084,0.0509,1.1287,1.688,4.09,7.6559,7,1,28.5287,0,,,55465,RRT*,rrt_step,3.0
blocked_road,RRT*,15,0,1,185.094,147.841,1.252,1.17644,0.0754,0.0474,1.1247,1.899,5.595,8.7676,7,1,33.0598,0,,,52281,RRT*,rrt_step,3.0
blocked_road,RRT*,16,0,1,155.615,149.598,1.0402,2.28781,0.0851,0.0464,0.8009,1.598,3.815,7.2177,5,1,28.8508,0,,,99821,RRT*,rrt_step,3.0
blocked_road,RRT*,17,0,1,150.824,149.598,1.0082,1.33068,0.086,0.0484,1.2081,1.716,4.507,7.2928,5,1,28.2808,0,,,60850,RRT*,rrt_step,3.0
blocked_road,RRT*,18,0,1,161.819,148.426,1.0902,0.40429,0.0854,0.0481,0.6555,2.044,4.318,7.7839,8,1,30.927,0,,,19788,RRT*,rrt_step,3.0
blocked_road,RRT*,19,0,1,158.182,147.841,1.0699,2.20975,0.0908,0.0523,1.0296,1.756,4.13,8.2726,8,1,30.4983,0,,,89509,RRT*,rrt_step,3.0
dense_city,RRT*,0,0,1,154.503,145.497,1.0619,5.13642,0.1757,0.0965,2.8319,1.706,2.989,14.9057,12,1,34.6023,0,,,179662,RRT*,rrt_step,3.0
dense_city,RRT*,1,0,1,152.996,148.426,1.0308,6.02334,0.1245,0.0716,1.0024,1.617,3.2,10.9531,9,1,32.0775,0,,,215643,RRT*,rrt_step,3.0
dense_city,RRT*,2,0,1,151.983,150.184,1.012,3.0723,0.107,0.0619,0.7963,1.552,2.939,9.4108,11,1,30.727,0,,,109723,RRT*,rrt_step,3.0
dense_city,RRT*,3,0,1,154.713,147.255,1.0506,0.5856,0.1,0.063,1.3163,1.508,2.636,9.7403,9,1,31.5616,0,,,24584,RRT*,rrt_step,3.0
dense_city,RRT*,4,0,1,158.041,146.669,1.0775,0.80662,0.0984,0.0607,1.3662,1.515,3.264,9.586,5,1,31.1372,0,,,32023,RRT*,rrt_step,3.0
dense_city,RRT*,5,0,1,156.175,145.497,1.0734,0.75242,0.1067,0.0622,1.2897,1.55,2.938,9.7184,7,1,30.7989,0,,,29211,RRT*,rrt_step,3.0
dense_city,RRT*,6,0,1,150.899,147.255,1.0247,1.84122,0.132,0.0742,1.6048,1.733,2.954,11.1924,9,1,31.2679,0,,,60075,RRT*,rrt_step,3.0
dense_city,RRT*,7,0,1,151.439,150.184,1.0084,11.90437,0.1131,0.0657,1.1046,1.937,2.819,9.9524,10,1,31.1218,0,,,386240,RRT*,rrt_step,3.0
dense_city,RRT*,8,0,1,148.364,151.841,0.9771,10.83135,0.1192,0.0707,0.989,2.077,3.01,10.486,12,1,32.1717,0,,,370968,RRT*,rrt_step,3.0
dense_city,RRT*,9,0,1,160.049,148.426,1.0783,0.91009,0.0985,0.0522,1.2034,1.575,3.128,8.3513,5,1,29.7369,0,,,33948,RRT*,rrt_step,3.0
dense_city,RRT*,10,0,1,153.883,145.497,1.0576,1.04323,0.1404,0.0802,1.0584,1.546,2.829,12.3459,12,1,33.6776,0,,,41821,RRT*,rrt_step,3.0
dense_city,RRT*,11,0,1,151.434,147.255,1.0284,1.49299,0.1311,0.0761,1.0501,1.9,2.95,11.53,11,1,32.8213,0,,,54787,RRT*,rrt_step,3.0
dense_city,RRT*,12,0,1,156.969,151.841,1.0338,1.13774,0.0978,0.0568,1.1596,1.814,2.845,8.9119,6,1,30.4408,0,,,40398,RRT*,rrt_step,3.0
dense_city,RRT*,13,0,1,148.434,145.497,1.0202,1.64001,0.1445,0.0795,1.4425,1.916,2.762,11.8016,11,1,32.3835,0,,,60612,RRT*,rrt_step,3.0
dense_city,RRT*,14,0,1,146.301,145.497,1.0055,3.93964,0.1412,0.0849,1.2113,1.506,3.007,12.424,12,1,32.8584,0,,,130485,RRT*,rrt_step,3.0
dense_city,RRT*,15,0,1,151.288,145.497,1.0398,8.12841,0.1463,0.082,1.2327,1.643,2.861,12.4079,13,1,33.6953,0,,,313104,RRT*,rrt_step,3.0
dense_city,RRT*,16,0,1,157.055,148.426,1.0581,0.716,0.1049,0.065,1.1597,2.123,3.098,10.216,8,1,32.8878,0,,,26972,RRT*,rrt_step,3.0
dense_city,RRT*,17,0,1,150.631,144.912,1.0395,0.19925,0.1347,0.0758,1.2547,1.758,3.6,11.4234,10,1,32.3996,0,,,10149,RRT*,rrt_step,3.0
dense_city,RRT*,18,0,1,153.088,150.184,1.0193,0.52491,0.1286,0.0818,1.2472,1.822,3.066,12.5287,11,1,34.5191,0,,,19761,RRT*,rrt_step,3.0
dense_city,RRT*,19,0,1,158.741,150.184,1.057,1.60577,0.0811,0.0466,0.9169,1.697,2.83,7.3931,5,1,29.0924,0,,,69214,RRT*,rrt_step,3.0
normal_city,RRT*,0,0,1,152.741,139.64,1.0938,0.5989,0.1278,0.0657,1.4534,2.112,5.14,10.0342,9,1,31.7603,0,0.0,,26814,RRT*,rrt_step,6.0
normal_city,RRT*,1,0,1,165.894,143.154,1.1588,0.0374,0.1478,0.0784,1.587,2.402,5.685,12.9989,14,1,36.8356,0,0.0,,2347,RRT*,rrt_step,6.0
normal_city,RRT*,2,0,1,163.959,143.154,1.1453,0.54048,0.1527,0.0848,1.1169,1.982,5.51,13.911,14,1,38.0396,0,0.0,,24028,RRT*,rrt_step,6.0
normal_city,RRT*,3,0,1,157.191,140.811,1.1163,0.50264,0.1265,0.0632,1.7753,1.652,3.877,9.932,10,1,31.7806,0,0.0,,21576,RRT*,rrt_step,6.0
normal_city,RRT*,4,0,1,169.166,141.983,1.1915,0.09768,0.1904,0.099,1.1772,1.741,4.593,16.7482,17,1,40.8026,0,0.0,,4936,RRT*,rrt_step,6.0
normal_city,RRT*,5,0,1,156.746,141.397,1.1086,0.10213,0.1965,0.1024,1.0056,1.672,4.216,16.0487,17,1,38.7149,0,0.0,,5381,RRT*,rrt_step,6.0
normal_city,RRT*,6,0,1,152.422,143.154,1.0647,0.10897,0.172,0.0922,1.1107,1.567,5.309,14.0528,13,1,35.0758,0,0.0,,5593,RRT*,rrt_step,6.0
normal_city,RRT*,7,0,1,159.828,141.983,1.1257,0.42312,0.1664,0.0883,1.3647,1.722,4.17,14.116,14,1,36.919,0,0.0,,18605,RRT*,rrt_step,6.0
normal_city,RRT*,8,0,1,156.269,141.397,1.1052,0.18067,0.1581,0.0795,1.1295,1.925,4.093,12.4194,14,1,34.6144,0,0.0,,8817,RRT*,rrt_step,6.0
normal_city,RRT*,9,0,1,167.114,140.811,1.1868,0.07855,0.1845,0.0971,1.3152,1.763,3.789,16.228,16,1,40.382,0,0.0,,4349,RRT*,rrt_step,6.0
normal_city,RRT*,10,0,1,155.323,141.983,1.094,0.19341,0.1321,0.0695,1.4924,1.801,3.724,10.7875,11,1,32.1609,0,0.0,,8867,RRT*,rrt_step,6.0
normal_city,RRT*,11,0,1,163.596,140.811,1.1618,0.09741,0.175,0.0907,1.3076,1.659,4.83,14.8421,17,1,38.6302,0,0.0,,4795,RRT*,rrt_step,6.0
normal_city,RRT*,12,0,1,153.181,140.811,1.0878,0.1707,0.1561,0.0832,1.3439,1.675,3.953,12.751,11,1,35.1152,0,0.0,,7850,RRT*,rrt_step,6.0
normal_city,RRT*,13,0,1,148.711,141.983,1.0474,0.33836,0.1114,0.0612,1.1912,1.972,3.889,9.1021,10,1,30.8026,0,0.0,,14985,RRT*,rrt_step,6.0
normal_city,RRT*,14,0,1,155.504,140.811,1.1043,0.58336,0.1326,0.067,1.4327,1.935,3.875,10.4179,9,1,32.5194,0,0.0,,24939,RRT*,rrt_step,6.0
normal_city,RRT*,15,0,1,153.282,140.811,1.0886,0.04726,0.1269,0.065,1.0312,1.516,5.446,9.9701,12,1,32.0534,0,0.0,,2527,RRT*,rrt_step,6.0
normal_city,RRT*,16,0,1,165.527,140.811,1.1755,0.13555,0.151,0.0774,1.0209,1.615,3.819,12.8103,14,1,36.5916,0,0.0,,6746,RRT*,rrt_step,6.0
normal_city,RRT*,17,0,1,157.794,142.569,1.1068,0.37662,0.1775,0.0954,1.9641,1.712,4.172,15.0572,15,1,36.8922,0,0.0,,17050,RRT*,rrt_step,6.0
normal_city,RRT*,18,0,1,151.138,141.397,1.0689,1.3141,0.1609,0.0836,1.647,2.24,4.104,12.6355,10,1,33.6795,0,0.0,,51234,RRT*,rrt_step,6.0
normal_city,RRT*,19,0,1,154.786,140.811,1.0992,0.36831,0.1079,0.0548,0.8742,1.503,3.638,8.4754,12,1,30.6283,0,0.0,,15977,RRT*,rrt_step,6.0
blocked_road,RRT*,0,0,1,153.279,150.77,1.0166,0.16043,0.08,0.041,0.5572,2.619,5.962,6.2826,6,1,27.203,0,,,7794,RRT*,rrt_step,6.0
blocked_road,RRT*,1,0,1,161.765,147.255,1.0985,0.1728,0.1384,0.0699,1.0404,1.683,4.859,11.3046,14,1,34.0935,0,,,7814,RRT*,rrt_step,6.0
blocked_road,RRT*,2,0,1,164.11,149.012,1.1013,0.29333,0.1526,0.0759,1.3066,1.633,4.712,12.4624,14,1,35.1016,0,,,11975,RRT*,rrt_step,6.0
blocked_road,RRT*,3,0,1,160.523,147.841,1.0858,0.13062,0.135,0.0713,1.1482,1.804,3.897,11.4508,11,1,33.5382,0,,,5121,RRT*,rrt_step,6.0
blocked_road,RRT*,4,0,1,153.951,148.255,1.0384,0.30495,0.1202,0.0613,1.0349,1.538,3.443,9.4411,9,1,31.2467,0,,,6852,RRT*,rrt_step,6.0
blocked_road,RRT*,5,0,1,158.905,148.426,1.0706,0.39324,0.1254,0.062,2.1132,1.937,4.323,9.845,9,1,31.1899,0,,,12615,RRT*,rrt_step,6.0
blocked_road,RRT*,6,0,1,157.219,149.598,1.0509,0.32401,0.1307,0.0679,0.9431,2.107,5.472,10.6729,11,1,33.2951,0,,,13094,RRT*,rrt_step,6.0
blocked_road,RRT*,7,0,1,165.37,149.012,1.1098,0.12321,0.0738,0.0392,1.6028,2.106,4.854,6.4891,6,1,28.2109,0,,,5206,RRT*,rrt_step,6.0
blocked_road,RRT*,8,0,1,160.211,148.426,1.0794,1.20321,0.0808,0.0396,0.5827,1.576,3.923,6.3455,8,1,28.2653,0,,,47740,RRT*,rrt_step,6.0
blocked_road,RRT*,9,0,1,166.792,147.841,1.1282,0.4532,0.1279,0.0651,1.5935,1.895,3.835,10.8523,10,1,34.4841,0,,,19802,RRT*,rrt_step,6.0
blocked_road,RRT*,10,0,1,165.275,149.012,1.1091,1.06088,0.1431,0.0761,1.5417,1.562,3.761,12.5853,10,1,35.8085,0,,,43488,RRT*,rrt_step,6.0
blocked_road,RRT*,11,0,1,165.523,147.841,1.1196,0.27701,0.1162,0.0617,1.2615,1.983,6.263,10.2189,10,1,33.6017,0,,,12432,RRT*,rrt_step,6.0
blocked_road,RRT*,12,0,1,160.737,147.841,1.0872,1.40425,0.1247,0.0634,1.2022,2.361,4.377,10.1837,10,1,33.4142,0,,,55991,RRT*,rrt_step,6.0
blocked_road,RRT*,13,0,1,159.353,149.012,1.0694,0.12784,0.122,0.0625,0.9765,1.524,4.605,9.9657,10,1,32.2204,0,,,6969,RRT*,rrt_step,6.0
blocked_road,RRT*,14,0,1,161.787,147.841,1.0943,0.46814,0.1041,0.0546,1.2113,2.078,4.185,8.8327,8,1,31.6254,0,,,20712,RRT*,rrt_step,6.0
blocked_road,RRT*,15,0,1,190.079,147.841,1.2857,0.2902,0.1604,0.0848,1.4956,1.648,4.176,16.1218,14,1,43.0217,0,,,12387,RRT*,rrt_step,6.0
blocked_road,RRT*,16,0,1,160.696,149.598,1.0742,0.60392,0.1288,0.073,0.8558,1.826,4.172,11.7368,13,1,35.6869,0,,,26547,RRT*,rrt_step,6.0
blocked_road,RRT*,17,0,1,156.483,149.598,1.046,0.25136,0.1634,0.0853,1.4331,1.617,4.06,13.3442,14,1,35.8195,0,,,12653,RRT*,rrt_step,6.0
blocked_road,RRT*,18,0,1,168.131,148.426,1.1328,0.29195,0.1491,0.078,0.8173,1.82,4.165,13.1167,14,1,37.1027,0,,,13514,RRT*,rrt_step,6.0
blocked_road,RRT*,19,0,1,153.947,147.841,1.0413,0.2064,0.1766,0.0937,1.2939,1.888,3.801,14.4211,18,1,37.1017,0,,,8844,RRT*,rrt_step,6.0
dense_city,RRT*,0,0,1,162.773,145.497,1.1187,0.30345,0.1729,0.0901,1.1877,1.748,3.132,14.6625,17,1,38.546,0,,,12687,RRT*,rrt_step,6.0
dense_city,RRT*,1,0,1,162.562,148.426,1.0952,0.95561,0.18,0.0939,1.4397,1.613,3.2,15.2678,15,1,38.1459,0,,,27613,RRT*,rrt_step,6.0
dense_city,RRT*,2,0,1,165.185,150.184,1.0999,4.37255,0.1762,0.0972,1.7291,1.521,3.132,16.0553,14,1,39.7643,0,,,130832,RRT*,rrt_step,6.0
dense_city,RRT*,3,0,1,159.318,147.255,1.0819,0.85544,0.1081,0.0618,1.3361,1.579,2.789,9.851,9,1,32.2674,0,,,20593,RRT*,rrt_step,6.0
dense_city,RRT*,4,0,1,155.536,146.669,1.0605,1.79295,0.1206,0.0658,1.3531,1.548,3.577,10.2289,10,1,31.8615,0,,,58626,RRT*,rrt_step,6.0
dense_city,RRT*,5,0,1,155.682,145.497,1.07,3.45937,0.1304,0.0737,1.3329,1.882,3.219,11.4708,11,1,33.49,0,,,112529,RRT*,rrt_step,6.0
dense_city,RRT*,6,0,1,163.034,147.255,1.1072,1.57697,0.1359,0.0733,1.4452,1.543,2.759,11.9562,10,1,33.7768,0,,,50452,RRT*,rrt_step,6.0
dense_city,RRT*,7,0,1,151.615,150.184,1.0095,20.33511,0.1502,0.0872,1.0781,2.159,2.985,13.2156,14,1,34.0256,0,,,812571,RRT*,rrt_step,6.0
dense_city,RRT*,8,0,1,157.314,151.841,1.036,5.77118,0.1641,0.0951,1.4091,1.521,3.008,14.9533,17,1,37.7919,0,,,161133,RRT*,rrt_step,6.0
dense_city,RRT*,9,0,1,163.297,148.426,1.1002,0.78256,0.1249,0.0673,1.7296,1.726,2.973,10.9865,11,1,33.3084,0,,,27966,RRT*,rrt_step,6.0
dense_city,RRT*,10,0,1,200.331,145.497,1.3769,1.67075,0.1211,0.0646,1.2817,1.818,3.287,12.9359,11,1,41.7248,0,,,55756,RRT*,rrt_step,6.0
dense_city,RRT*,11,0,1,199.2,147.255,1.3528,0.43958,0.2109,0.1131,1.3,1.567,2.806,22.5221,23,1,50.4754,0,,,16754,RRT*,rrt_step,6.0
dense_city,RRT*,12,0,1,166.368,151.841,1.0957,0.17703,0.1461,0.0773,1.8325,1.593,2.944,12.8531,10,1,35.7625,0,,,4619,RRT*,rrt_step,6.0
dense_city,RRT*,13,0,1,159.215,145.497,1.0943,2.53413,0.119,0.0634,1.476,1.592,3.059,10.0957,9,1,31.7636,0,,,76979,RRT*,rrt_step,6.0
dense_city,RRT*,14,0,1,165.962,145.497,1.1406,0.29762,0.1554,0.0794,1.5717,1.56,2.992,13.181,11,1,35.5431,0,,,8869,RRT*,rrt_step,6.0
dense_city,RRT*,15,0,1,157.09,145.497,1.0797,4.41005,0.1454,0.0814,1.347,2.114,3.28,12.7926,12,1,34.3314,0,,,137964,RRT*,rrt_step,6.0
dense_city,RRT*,16,0,1,161.854,148.426,1.0905,0.99499,0.1294,0.0678,1.2575,1.538,3.189,10.9785,9,1,33.7021,0,,,26147,RRT*,rrt_step,6.0
dense_city,RRT*,17,0,1,155.864,144.912,1.0756,0.61567,0.1556,0.0784,1.2911,1.577,3.726,12.2199,12,1,33.9879,0,,,21048,RRT*,rrt_step,6.0
dense_city,RRT*,18,0,1,162.916,150.184,1.0848,0.47056,0.1863,0.1006,1.392,1.616,2.877,16.3867,15,1,39.6659,0,,,16836,RRT*,rrt_step,6.0
dense_city,RRT*,19,0,1,155.563,150.184,1.0358,1.29356,0.1583,0.0767,1.1079,1.588,3.136,11.9385,14,1,34.2269,0,,,45502,RRT*,rrt_step,6.0
normal_city,RRT*,0,0,1,147.921,139.64,1.0593,0.15539,0.1257,0.0694,1.138,1.849,4.337,10.2704,13,1,31.5063,0,0.0,,9026,RRT*,rrt_radius,8.0
normal_city,RRT*,1,0,1,151.452,143.154,1.058,0.13802,0.1207,0.0651,0.9331,1.801,4.478,9.8552,10,1,31.8919,0,0.0,,7807,RRT*,rrt_radius,8.0
normal_city,RRT*,2,0,1,146.656,143.154,1.0245,0.29469,0.1367,0.0762,1.2011,1.54,4.249,11.1694,14,1,32.3957,0,0.0,,14927,RRT*,rrt_radius,8.0
normal_city,RRT*,3,0,1,146.456,140.811,1.0401,0.50305,0.1501,0.0708,1.5531,1.683,3.679,10.3708,9,1,30.3415,0,0.0,,24410,RRT*,rrt_radius,8.0
normal_city,RRT*,4,0,1,153.23,141.983,1.0792,0.23883,0.1257,0.0618,1.0219,1.857,4.436,9.4764,12,1,30.8262,0,0.0,,12390,RRT*,rrt_radius,8.0
normal_city,RRT*,5,0,1,150.306,141.397,1.063,0.14598,0.1087,0.0568,1.3847,1.798,4.236,8.5408,9,1,29.2285,0,0.0,,8410,RRT*,rrt_radius,8.0
normal_city,RRT*,6,0,1,152.879,143.154,1.0679,0.16508,0.0793,0.0391,0.8598,2.497,4.826,5.9792,6,1,26.8068,0,0.0,,9699,RRT*,rrt_radius,8.0
normal_city,RRT*,7,0,1,142.206,141.983,1.0016,1.76284,0.1245,0.0715,1.1686,1.877,3.857,10.1708,9,1,30.0705,0,0.0,,71646,RRT*,rrt_radius,8.0
normal_city,RRT*,8,0,1,161.299,141.397,1.1408,0.20151,0.1067,0.0561,1.1374,1.562,4.193,9.0483,11,1,31.9019,0,0.0,,10713,RRT*,rrt_radius,8.0
normal_city,RRT*,9,0,1,155.467,140.811,1.1041,0.95096,0.1475,0.0775,1.2697,1.581,3.731,12.0458,12,1,34.0125,0,0.0,,37943,RRT*,rrt_radius,8.0
normal_city,RRT*,10,0,1,146.623,141.983,1.0327,0.72332,0.1531,0.0787,1.3614,1.641,3.714,11.5441,11,1,31.9952,0,0.0,,33035,RRT*,rrt_radius,8.0
normal_city,RRT*,11,0,1,157.466,140.811,1.1183,0.11449,0.1328,0.0689,1.0647,1.68,4.506,10.8513,14,1,33.9182,0,0.0,,6543,RRT*,rrt_radius,8.0
normal_city,RRT*,12,0,1,150.801,140.811,1.0709,1.23377,0.1898,0.1028,1.335,1.769,3.779,15.5064,14,1,35.7504,0,0.0,,50881,RRT*,rrt_radius,8.0
normal_city,RRT*,13,0,1,154.144,141.983,1.0857,0.85481,0.1127,0.0551,1.1051,1.591,4.137,8.4947,7,1,30.3305,0,0.0,,37740,RRT*,rrt_radius,8.0
normal_city,RRT*,14,0,1,150.796,140.811,1.0709,0.65207,0.1143,0.0619,0.905,2.074,4.218,9.3341,10,1,30.1532,0,0.0,,30269,RRT*,rrt_radius,8.0
normal_city,RRT*,15,0,1,147.217,140.811,1.0455,0.18943,0.1072,0.0595,1.0761,1.959,4.545,8.7562,9,1,30.1102,0,0.0,,9757,RRT*,rrt_radius,8.0
normal_city,RRT*,16,0,1,157.457,140.811,1.1182,0.30898,0.0853,0.0443,0.8182,1.988,3.882,6.9696,5,1,28.4471,0,0.0,,15479,RRT*,rrt_radius,8.0
