scenario,algorithm,instance,success,path_length,length_ratio,curvature,max_curvature,drive_time_curved,comp_time,parameter,value
normal_city,RRT*+Bezier,16,1,152.981,1.0819,0.0405,1.55,26.2365,0.32415,goal,1
normal_city,Hybrid,16,1,156.14,1.1043,0.618,1.4976,54.5693,0.17112,goal,1
normal_city,Modified,16,1,147.59,1.0438,0.3561,1.6973,43.4309,0.16435,goal,1
normal_city,APF,17,0,7.7,0.0542,0.1048,0.6788,1.9247,0.00835,goal,1
normal_city,RRT*,17,1,151.188,1.0648,0.0563,1.2499,28.6565,0.63174,goal,1
normal_city,RRT*+Bezier,17,1,151.188,1.0648,0.0563,1.2499,28.6565,0.65021,goal,1
normal_city,Hybrid,17,1,149.483,1.0528,0.0697,1.1911,30.6354,0.58023,goal,1
normal_city,Modified,17,1,150.6,1.0607,0.0913,2.2736,33.0324,0.27513,goal,1
normal_city,APF,18,1,168.0,1.2031,0.9975,2.1645,68.4413,0.03533,goal,1
normal_city,RRT*,18,1,145.727,1.0436,0.0471,1.2704,26.0127,0.44431,goal,1
normal_city,RRT*+Bezier,18,1,145.727,1.0436,0.0471,1.2704,26.0127,0.47293,goal,1
normal_city,Hybrid,18,1,153.391,1.0985,0.6184,1.6084,50.941,0.58747,goal,1
normal_city,Modified,18,1,149.044,1.0673,0.4196,1.8452,43.6882,0.14835,goal,1
normal_city,APF,19,0,2800.0,19.4796,3.2145,7.7019,2124.186,0.50533,goal,1
normal_city,RRT*,19,1,154.461,1.0746,0.03,0.7674,24.9149,0.17631,goal,1
normal_city,RRT*+Bezier,19,1,154.461,1.0746,0.03,0.7674,24.9149,0.19176,goal,1
normal_city,Hybrid,19,1,211.085,1.4685,0.4404,2.5888,62.5786,0.26153,goal,1
normal_city,Modified,19,1,154.539,1.0751,0.2918,11.6428,40.726,0.24284,goal,1
blocked_road,APF,0,0,2800.0,18.7904,3.6542,8.8501,1949.1321,0.49726,goal,1
blocked_road,RRT*,0,1,151.586,1.0173,0.0481,0.9886,27.8717,0.93461,goal,1
blocked_road,RRT*+Bezier,0,1,151.586,1.0173,0.0481,0.9886,27.8717,0.95846,goal,1
blocked_road,Hybrid,0,1,211.207,1.4174,0.6249,2.9635,65.2068,0.59171,goal,1
blocked_road,Modified,0,1,200.596,1.3462,0.2725,5.7702,47.1343,0.69755,goal,1
blocked_road,APF,1,0,2800.0,18.9393,3.594,9.8546,1965.2161,0.50903,goal,1
blocked_road,RRT*,1,1,155.55,1.0521,0.0269,1.24,24.3781,1.34401,goal,1
blocked_road,RRT*+Bezier,1,1,155.55,1.0521,0.0269,1.24,24.3781,1.36608,goal,1
blocked_road,Hybrid,1,1,228.979,1.5488,0.5261,3.7679,68.9696,0.66184,goal,1
blocked_road,Modified,1,1,207.092,1.4008,0.2277,2.8714,53.5428,2.22171,goal,1
blocked_road,APF,2,0,22.4,0.1515,0.0423,0.4107,3.6841,0.01261,goal,1
blocked_road,RRT*,2,1,152.739,1.0331,0.046,1.0655,27.2172,0.69247,goal,1
blocked_road,RRT*+Bezier,2,1,152.739,1.0331,0.046,1.0655,27.2172,0.70769,goal,1
blocked_road,Hybrid,2,1,183.117,1.2386,0.1272,3.238,39.29,0.39887,goal,1
blocked_road,Modified,2,1,183.573,1.2417,0.1745,2.805,40.3069,0.39872,goal,1
blocked_road,APF,3,0,49.0,0.325,0.4476,0.9872,13.1971,0.01399,goal,1
blocked_road,RRT*,3,1,157.873,1.0471,0.0206,1.1135,23.4124,1.90362,goal,1
blocked_road,RRT*+Bezier,3,1,156.638,1.0389,0.0179,1.1742,21.9193,1.91031,goal,1
blocked_road,Hybrid,3,1,163.503,1.0845,0.1894,5.3708,36.2067,0.91879,goal,1
blocked_road,Modified,3,1,162.228,1.076,0.0939,1.3089,31.4245,0.22165,goal,1
blocked_road,APF,4,0,2800.0,18.9393,4.0825,10.4891,1792.5961,0.50744,goal,1
blocked_road,RRT*,4,1,146.571,0.9914,0.0484,1.3246,26.5476,1.77184,goal,1
blocked_road,RRT*+Bezier,4,1,146.571,0.9914,0.0484,1.3246,26.5476,1.7622,goal,1
blocked_road,Hybrid,4,1,222.822,1.5072,0.4848,3.5982,67.6578,1.38718,goal,1
blocked_road,Modified,4,1,299.831,2.0281,0.1549,4.5255,65.4904,2.80975,goal,1
blocked_road,APF,5,0,2800.0,18.9393,3.8346,9.8222,1852.9986,0.50066,goal,1
blocked_road,RRT*,5,1,155.575,1.0523,0.0413,1.5193,26.5486,0.872,goal,1
blocked_road,RRT*+Bezier,5,1,155.575,1.0523,0.0413,1.5193,26.5486,0.88812,goal,1
blocked_road,Hybrid,5,1,216.466,1.4642,0.4095,5.5311,64.4891,1.13775,goal,1
blocked_road,Modified,5,1,212.464,1.4371,0.2213,5.3251,49.7792,0.72399,goal,1
blocked_road,APF,6,0,2800.0,18.9393,3.1863,7.4416,2274.1611,0.50793,goal,1
blocked_road,RRT*,6,1,150.889,1.0206,0.0378,1.0972,25.6534,0.70248,goal,1
blocked_road,RRT*+Bezier,6,1,150.889,1.0206,0.0378,1.0972,25.6534,0.71549,goal,1
blocked_road,Hybrid,6,1,188.281,1.2735,0.233,4.1992,47.1829,1.49153,goal,1
blocked_road,Modified,6,1,167.294,1.1316,0.1369,3.3082,38.6329,5.54797,goal,1
blocked_road,APF,7,1,182.0,1.2311,1.0018,3.5412,77.9347,0.03916,goal,1
blocked_road,RRT*,7,1,155.01,1.0485,0.0504,1.1505,28.6577,0.82896,goal,1
blocked_road,RRT*+Bezier,7,1,155.01,1.0485,0.0504,1.1505,28.6577,0.85217,goal,1
blocked_road,Hybrid,7,1,166.49,1.1261,0.5082,1.704,51.3434,0.12955,goal,1
blocked_road,Modified,7,1,160.752,1.0873,0.4942,3.868,50.5832,0.14786,goal,1
blocked_road,APF,8,0,36.4,0.2443,0.1381,0.7388,7.6543,0.01161,goal,1
blocked_road,RRT*,8,1,148.171,0.9944,0.0415,0.7466,25.9444,0.30477,goal,1
blocked_road,RRT*+Bezier,8,1,148.171,0.9944,0.0415,0.7466,25.9444,0.30956,goal,1
blocked_road,Hybrid,8,1,178.347,1.1969,0.1204,4.4223,39.3543,1.30341,goal,1
blocked_road,Modified,8,1,172.23,1.1558,0.0989,3.263,37.1252,0.30756,goal,1
blocked_road,APF,9,0,2800.0,18.9393,4.4132,10.472,1716.7453,0.51815,goal,1
blocked_road,RRT*,9,1,150.448,1.0176,0.0453,0.9788,27.1329,1.99382,goal,1
blocked_road,RRT*+Bezier,9,1,150.448,1.0176,0.0453,0.9788,27.1329,2.01681,goal,1
blocked_road,Hybrid,9,1,162.112,1.0965,0.1849,5.5522,38.9143,0.27002,goal,1
blocked_road,Modified,9,1,163.909,1.1087,0.2107,9.723,34.4632,0.60568,goal,1
blocked_road,APF,10,0,47.6,0.3169,0.4123,0.9092,13.2645,0.01358,goal,1
blocked_road,RRT*,10,1,150.363,1.0012,0.0346,1.1502,24.1639,0.32386,goal,1
blocked_road,RRT*+Bezier,10,1,150.363,1.0012,0.0346,1.1502,24.1639,0.3125,goal,1
blocked_road,Hybrid,10,1,161.903,1.078,0.157,3.1711,34.393,0.81969,goal,1
blocked_road,Modified,10,1,188.185,1.253,0.0801,3.1264,32.5763,0.74722,goal,1
blocked_road,APF,11,0,45.5,0.3041,0.33,0.7388,11.8545,0.01475,goal,1
blocked_road,RRT*,11,1,154.403,1.0321,0.0235,0.918,23.1675,1.33954,goal,1
blocked_road,RRT*+Bezier,11,1,154.403,1.0321,0.0235,0.918,23.1675,1.32947,goal,1
blocked_road,Hybrid,11,1,161.462,1.0793,0.1382,1.71,34.9801,1.19525,goal,1
blocked_road,Modified,11,1,185.832,1.2422,0.0748,3.5317,34.9404,1.76299,goal,1
blocked_road,APF,12,0,2800.0,18.8646,3.3655,7.9215,2046.9991,0.51095,goal,1
blocked_road,RRT*,12,1,147.402,0.9931,0.0438,1.3032,25.5645,0.96821,goal,1
blocked_road,RRT*+Bezier,12,1,147.402,0.9931,0.0438,1.3032,25.5645,0.96647,goal,1
blocked_road,Hybrid,12,1,203.374,1.3702,0.3034,3.3634,59.2888,1.5826,goal,1
blocked_road,Modified,12,1,205.64,1.3855,0.1317,4.0447,44.1166,1.01186,goal,1
blocked_road,APF,13,1,187.6,1.2689,1.0491,4.0548,67.3026,0.03573,goal,1
blocked_road,RRT*,13,1,148.441,1.0041,0.0395,0.8644,25.3783,1.2345,goal,1
blocked_road,RRT*+Bezier,13,1,148.441,1.0041,0.0395,0.8644,25.3783,1.25688,goal,1
blocked_road,Hybrid,13,1,165.103,1.1168,0.4296,2.316,52.5721,0.41775,goal,1
blocked_road,Modified,13,1,167.364,1.1321,0.4438,3.6979,47.0128,0.18176,goal,1
blocked_road,APF,14,0,2800.0,18.2872,3.4771,9.3479,2101.0858,0.53597,goal,1
blocked_road,RRT*,14,1,152.974,0.9991,0.0429,1.1488,27.001,0.51073,goal,1
blocked_road,RRT*+Bezier,14,1,152.617,0.9968,0.039,0.953,25.2718,0.51265,goal,1
blocked_road,Hybrid,14,1,214.068,1.3981,0.3163,3.778,57.2273,0.52267,goal,1
blocked_road,Modified,14,1,202.123,1.3201,0.2141,7.2946,48.1855,0.28046,goal,1
blocked_road,APF,15,0,2800.0,18.2175,3.7557,9.5026,1872.145,0.50169,goal,1
blocked_road,RRT*,15,1,155.137,1.0094,0.0323,1.1316,24.2351,0.91782,goal,1
blocked_road,RRT*+Bezier,15,1,155.137,1.0094,0.0323,1.1316,24.2351,0.9367,goal,1
blocked_road,Hybrid,15,1,215.407,1.4015,0.5296,3.9182,64.61,0.95851,goal,1
blocked_road,Modified,15,1,205.189,1.335,0.2221,6.2131,49.8632,0.46661,goal,1
blocked_road,APF,16,0,2800.0,18.6438,4.0706,10.373,1800.7001,0.51898,goal,1
blocked_road,RRT*,16,1,152.012,1.0122,0.0498,1.1579,28.6442,0.9043,goal,1
blocked_road,RRT*+Bezier,16,1,152.012,1.0122,0.0498,1.1579,28.6442,0.90036,goal,1
blocked_road,Hybrid,16,1,208.108,1.3857,0.4205,5.3936,59.2759,0.64379,goal,1
blocked_road,Modified,16,1,200.612,1.3358,0.2502,5.3348,48.8124,0.23881,goal,1
blocked_road,APF,17,0,45.5,0.3053,0.33,0.7388,11.8545,0.01521,goal,1
blocked_road,RRT*,17,1,153.334,1.029,0.0462,1.2083,27.267,0.39515,goal,1
blocked_road,RRT*+Bezier,17,1,153.334,1.029,0.0462,1.2083,27.267,0.43014,goal,1
blocked_road,Hybrid,17,1,185.735,1.2464,0.1461,3.8732,39.9265,0.37703,goal,1
blocked_road,Modified,17,1,157.145,1.0546,0.0774,2.0361,29.4706,0.26293,goal,1
blocked_road,APF,18,1,200.9,1.3698,1.3416,7.3153,80.0766,0.04012,goal,1
blocked_road,RRT*,18,1,148.072,1.0096,0.0346,1.1583,24.3999,0.29207,goal,1
blocked_road,RRT*+Bezier,18,1,148.072,1.0096,0.0346,1.1583,24.3999,0.31379,goal,1
blocked_road,Hybrid,18,1,162.107,1.1053,0.5125,1.602,51.5086,0.1202,goal,1
blocked_road,Modified,18,1,160.517,1.0944,0.452,7.4232,47.1788,0.18173,goal,1
blocked_road,APF,19,0,102.9,0.6825,0.8732,3.7314,41.9113,0.02372,goal,1
blocked_road,RRT*,19,1,152.294,1.0101,0.0261,1.3125,23.5088,0.1445,goal,1
blocked_road,RRT*+Bezier,19,1,152.294,1.0101,0.0261,1.3125,23.5088,0.14291,goal,1
blocked_road,Hybrid,19,1,208.58,1.3834,0.4283,2.5562,59.8688,0.2613,goal,1
blocked_road,Modified,19,1,198.783,1.3185,0.165,2.1394,44.5926,0.39396,goal,1
normal_city,APF,0,1,175.7,1.2463,1.1211,2.8052,73.4163,0.04843,goal,2
normal_city,RRT*,0,1,146.933,1.0422,0.0463,1.5672,26.2673,0.2933,goal,2
normal_city,RRT*+Bezier,0,1,146.933,1.0422,0.0463,1.5672,26.2673,0.31971,goal,2
normal_city,Hybrid,0,1,158.435,1.1238,0.6422,1.6328,56.9371,0.23648,goal,2
normal_city,Modified,0,1,149.814,1.0626,0.3963,2.5841,42.7504,0.18504,goal,2
normal_city,APF,1,1,180.6,1.2917,1.189,4.003,71.0541,0.04193,goal,2
normal_city,RRT*,1,1,147.368,1.0541,0.0538,1.0906,28.0795,0.52101,goal,2
normal_city,RRT*+Bezier,1,1,147.368,1.0541,0.0538,1.0906,28.0795,0.53878,goal,2
normal_city,Hybrid,1,1,154.318,1.1038,0.5692,1.9406,51.8181,0.41031,goal,2
normal_city,Modified,1,1,150.697,1.0779,0.3994,1.9272,45.9812,0.20421,goal,2
normal_city,APF,2,1,182.0,1.3018,1.228,3.8704,70.2925,0.04406,goal,2
normal_city,RRT*,2,1,143.328,1.0252,0.0647,1.1901,28.7455,0.98565,goal,2
normal_city,RRT*+Bezier,2,1,143.328,1.0252,0.0647,1.1901,28.7455,1.01696,goal,2
normal_city,Hybrid,2,1,162.639,1.1633,0.5846,3.9068,54.6837,9.54673,goal,2
normal_city,Modified,2,1,155.13,1.1096,0.5029,4.0096,46.0745,0.17791,goal,2
normal_city,APF,3,1,185.5,1.2996,1.2522,4.8776,68.9357,0.04376,goal,2
normal_city,RRT*,3,1,153.462,1.0751,0.0414,1.4115,26.2345,0.24171,goal,2
normal_city,RRT*+Bezier,3,1,153.462,1.0751,0.0414,1.4115,26.2345,0.25567,goal,2
normal_city,Hybrid,3,1,159.08,1.1145,0.5931,1.9079,53.4385,0.10885,goal,2
normal_city,Modified,3,1,156.28,1.0949,0.4441,2.985,42.6836,0.18323,goal,2
normal_city,APF,4,1,182.0,1.2803,1.202,6.6674,71.0199,0.03973,goal,2
normal_city,RRT*,4,1,152.149,1.0703,0.0449,1.2758,26.8002,0.21479,goal,2
normal_city,RRT*+Bezier,4,1,152.149,1.0703,0.0449,1.2758,26.8002,0.22231,goal,2
normal_city,Hybrid,4,1,170.83,1.2017,0.5228,2.8201,53.3394,0.55036,goal,2
normal_city,Modified,4,1,164.235,1.1553,0.7425,5.8769,50.7408,0.15229,goal,2
normal_city,APF,5,1,179.9,1.2867,1.1755,3.8083,75.6953,0.04717,goal,2
normal_city,RRT*,5,1,151.203,1.0815,0.0553,1.5747,28.4724,0.56349,goal,2
normal_city,RRT*+Bezier,5,1,151.203,1.0815,0.0553,1.5747,28.4724,0.59581,goal,2
normal_city,Hybrid,5,1,162.854,1.1648,0.5933,2.0636,56.5975,0.81375,goal,2
normal_city,Modified,5,1,153.311,1.0966,0.4931,3.7496,46.1218,0.17241,goal,2
normal_city,APF,6,0,29.4,0.2103,0.1379,0.568,6.3384,0.01598,goal,2
normal_city,RRT*,6,1,147.158,1.0525,0.048,1.1967,27.262,0.40761,goal,2
normal_city,RRT*+Bezier,6,1,147.158,1.0525,0.048,1.1967,27.262,0.45841,goal,2
normal_city,Hybrid,6,1,147.191,1.0528,0.0834,0.8775,29.8514,1.03976,goal,2
normal_city,Modified,6,1,151.824,1.0859,0.0773,1.2057,30.5391,0.61675,goal,2
normal_city,APF,7,1,181.3,1.2967,1.2069,3.9922,72.7474,0.04135,goal,2
normal_city,RRT*,7,1,143.766,1.0283,0.0576,1.312,28.3236,1.54476,goal,2
normal_city,RRT*+Bezier,7,1,143.766,1.0283,0.0576,1.312,28.3236,1.55079,goal,2
normal_city,Hybrid,7,1,155.974,1.1156,0.5537,1.5131,50.1807,0.62784,goal,2
normal_city,Modified,7,1,150.872,1.0791,0.3878,1.9604,44.0166,0.22528,goal,2
normal_city,APF,8,1,186.2,1.3098,1.2584,4.7576,71.9636,0.03976,goal,2
normal_city,RRT*,8,1,143.18,1.0072,0.0548,0.8015,27.6521,0.71995,goal,2
normal_city,RRT*+Bezier,8,1,143.18,1.0072,0.0548,0.8015,27.6521,0.73985,goal,2
normal_city,Hybrid,8,1,160.628,1.13,0.5868,1.8863,53.4409,0.28221,goal,2
normal_city,Modified,8,1,187.316,1.3177,0.2633,3.7134,49.43,0.47088,goal,2
normal_city,APF,9,0,37.8,0.267,0.2604,0.7724,10.7361,0.01782,goal,2
normal_city,RRT*,9,1,141.965,1.0028,0.0589,1.3585,26.9947,0.14527,goal,2
normal_city,RRT*+Bezier,9,1,141.965,1.0028,0.0589,1.3585,26.9947,0.16511,goal,2
normal_city,Hybrid,9,1,151.88,1.0728,0.1365,2.0704,36.2894,0.2282,goal,2
normal_city,Modified,9,1,152.652,1.0783,0.0897,1.879,32.7444,0.5188,goal,2
normal_city,APF,10,1,172.2,1.2114,1.0459,3.1832,63.5223,0.03505,goal,2
normal_city,RRT*,10,1,145.376,1.0227,0.0443,1.2834,25.351,0.70042,goal,2
normal_city,RRT*+Bezier,10,1,145.376,1.0227,0.0443,1.2834,25.351,0.68949,goal,2
normal_city,Hybrid,10,1,155.74,1.0956,0.582,1.8963,49.9108,0.10142,goal,2
normal_city,Modified,10,1,148.141,1.0421,0.3546,2.0027,39.2234,0.18075,goal,2
normal_city,APF,11,1,187.6,1.3252,1.3337,6.0771,79.6972,0.04296,goal,2
normal_city,RRT*,11,1,155.015,1.095,0.0412,1.1135,26.9072,1.87052,goal,2
normal_city,RRT*+Bezier,11,1,155.015,1.095,0.0412,1.1135,26.9072,1.90287,goal,2
normal_city,Hybrid,11,1,160.307,1.1324,0.576,1.3838,54.3106,0.17034,goal,2
normal_city,Modified,11,1,157.951,1.1157,0.6145,5.6143,48.6548,0.38677,goal,2
normal_city,APF,12,0,2800.0,19.9435,3.6082,9.6504,1935.8508,0.50661,goal,2
normal_city,RRT*,12,1,140.599,1.0014,0.0727,1.1835,29.8646,0.99843,goal,2
normal_city,RRT*+Bezier,12,1,140.599,1.0014,0.0727,1.1835,29.8646,1.04277,goal,2
normal_city,Hybrid,12,1,151.454,1.0788,0.2703,3.9493,44.0441,1.55842,goal,2
normal_city,Modified,12,1,157.948,1.125,0.1897,5.4205,40.2915,0.62941,goal,2
normal_city,APF,13,0,93.8,0.6571,0.6739,1.158,33.2249,0.02422,goal,2
normal_city,RRT*,13,1,142.316,0.997,0.062,1.0938,27.814,0.24462,goal,2
normal_city,RRT*+Bezier,13,1,142.316,0.997,0.062,1.0938,27.814,0.26578,goal,2
normal_city,Hybrid,13,1,155.302,1.088,0.4332,1.3147,46.298,0.47689,goal,2
normal_city,Modified,13,1,148.5,1.0404,0.1399,0.8193,31.5062,0.29367,goal,2
normal_city,APF,14,1,171.5,1.2114,1.0518,2.7237,71.4044,0.03656,goal,2
normal_city,RRT*,14,1,147.326,1.0407,0.048,1.1752,26.5,0.37071,goal,2
normal_city,RRT*+Bezier,14,1,147.326,1.0407,0.048,1.1752,26.5,0.38338,goal,2
normal_city,Hybrid,14,1,156.457,1.1052,0.6605,1.6436,53.8056,0.09981,goal,2
normal_city,Modified,14,1,147.498,1.0419,0.3348,1.3646,42.3901,0.1716,goal,2
normal_city,APF,15,1,175.0,1.2362,1.1242,2.6342,76.0952,0.03694,goal,2
normal_city,RRT*,15,1,145.859,1.0303,0.0354,1.1798,23.8536,0.40357,goal,2
normal_city,RRT*+Bezier,15,1,145.859,1.0303,0.0354,1.1798,23.8536,0.42253,goal,2
normal_city,Hybrid,15,1,159.933,1.1297,0.7123,1.6777,57.5247,0.1876,goal,2
normal_city,Modified,15,1,151.267,1.0685,0.4338,2.4427,45.2873,0.17271,goal,2
normal_city,APF,16,1,168.0,1.1916,1.0042,2.7103,65.2864,0.03686,goal,2
normal_city,RRT*,16,1,152.044,1.0785,0.0407,1.5572,26.1294,0.29238,goal,2
normal_city,RRT*+Bezier,16,1,152.044,1.0785,0.0407,1.5572,26.1294,0.32095,goal,2
normal_city,Hybrid,16,1,155.147,1.1005,0.6295,1.655,54.963,0.10154,goal,2
normal_city,Modified,16,1,150.335,1.0663,0.4727,2.5785,43.566,0.16003,goal,2
normal_city,APF,17,0,7.7,0.0544,0.106,0.6857,1.9297,0.00851,goal,2
normal_city,RRT*,17,1,150.457,1.0628,0.0569,1.2563,28.688,0.62758,goal,2
normal_city,RRT*+Bezier,17,1,150.457,1.0628,0.0569,1.2563,28.688,0.64276,goal,2
normal_city,Hybrid,17,1,149.261,1.0543,0.0699,1.1389,30.5586,0.60352,goal,2
normal_city,Modified,17,1,150.755,1.0649,0.0929,2.2227,33.0552,0.32762,goal,2
normal_city,APF,18,1,167.3,1.2016,0.9692,2.0831,69.9532,0.0338,goal,2
normal_city,RRT*,18,1,144.13,1.0352,0.0386,1.1876,24.3408,0.21762,goal,2
normal_city,RRT*+Bezier,18,1,144.13,1.0352,0.0386,1.1876,24.3408,0.24757,goal,2
normal_city,Hybrid,18,1,155.244,1.1151,0.5783,1.669,53.4464,0.22846,goal,2
normal_city,Modified,18,1,148.391,1.0658,0.4068,2.0234,43.2404,0.14967,goal,2
normal_city,APF,19,0,2800.0,19.6161,3.272,7.5297,2104.718,0.53136,goal,2
normal_city,RRT*,19,1,153.506,1.0754,0.03,1.116,24.7133,0.18289,goal,2
normal_city,RRT*+Bezier,19,1,153.506,1.0754,0.03,1.116,24.7133,0.21521,goal,2
normal_city,Hybrid,19,1,212.414,1.4881,0.4506,2.628,62.4824,0.2261,goal,2
normal_city,Modified,19,1,149.572,1.0479,0.2502,4.3849,37.9235,0.20807,goal,2
blocked_road,APF,0,0,2800.0,18.9174,3.7207,9.1791,1870.6136,0.52728,goal,2
blocked_road,RRT*,0,1,150.392,1.0161,0.0484,1.1403,27.7482,0.97104,goal,2
blocked_road,RRT*+Bezier,0,1,150.392,1.0161,0.0484,1.1403,27.7482,0.99238,goal,2
blocked_road,Hybrid,0,1,210.066,1.4192,0.6247,4.1525,64.5212,0.54237,goal,2
blocked_road,Modified,0,1,201.193,1.3593,0.2291,6.944,46.4952,0.69576,goal,2
blocked_road,APF,1,0,2800.0,19.0683,3.4516,10.1176,2063.9922,0.51466,goal,2
blocked_road,RRT*,1,1,155.449,1.0586,0.0287,0.87,24.3287,0.96607,goal,2
blocked_road,RRT*+Bezier,1,1,155.449,1.0586,0.0287,0.87,24.3287,1.00279,goal,2
blocked_road,Hybrid,1,1,229.428,1.5624,0.5212,3.7057,67.2557,0.73706,goal,2
blocked_road,Modified,1,1,203.749,1.3876,0.2037,2.2356,52.4225,2.14208,goal,2
blocked_road,APF,2,0,21.7,0.1478,0.0442,0.5686,3.6722,0.01227,goal,2
blocked_road,RRT*,2,1,149.299,1.0167,0.0586,2.1002,27.9392,9.12603,goal,2
blocked_road,RRT*+Bezier,2,1,149.299,1.0167,0.0586,2.1002,27.9392,9.12961,goal,2
blocked_road,Hybrid,2,1,181.957,1.2391,0.1151,3.7997,37.6219,0.41705,goal,2
blocked_road,Modified,2,1,184.388,1.2557,0.1661,3.7123,38.8541,0.5641,goal,2
blocked_road,APF,3,0,49.0,0.3272,0.4493,1.2685,13.8189,0.01407,goal,2
blocked_road,RRT*,3,1,156.936,1.0478,0.0212,1.0891,23.4275,1.92372,goal,2
blocked_road,RRT*+Bezier,3,1,155.756,1.04,0.0179,1.1548,22.1004,1.94165,goal,2
blocked_road,Hybrid,3,1,223.673,1.4934,0.1639,4.7086,49.8011,0.57036,goal,2
blocked_road,Modified,3,1,157.766,1.0534,0.0887,0.6385,30.5551,0.22139,goal,2
blocked_road,APF,4,0,2800.0,19.0683,3.8354,10.3355,1877.2883,0.51854,goal,2
blocked_road,RRT*,4,1,146.39,0.9969,0.0474,1.1706,26.2047,1.73603,goal,2
blocked_road,RRT*+Bezier,4,1,146.39,0.9969,0.0474,1.1706,26.2047,1.75609,goal,2
blocked_road,Hybrid,4,1,219.618,1.4956,0.4859,4.2169,64.2141,1.32015,goal,2
blocked_road,Modified,4,1,206.283,1.4048,0.1933,2.3584,49.4825,1.02642,goal,2
blocked_road,APF,5,0,2800.0,19.0683,3.7633,9.6933,1874.0186,0.50705,goal,2
blocked_road,RRT*,5,1,155.506,1.059,0.0419,1.5167,26.5705,0.87254,goal,2
blocked_road,RRT*+Bezier,5,1,155.506,1.059,0.0419,1.5167,26.5705,0.90233,goal,2
blocked_road,Hybrid,5,1,216.315,1.4731,0.4276,4.5737,64.6188,1.14371,goal,2
blocked_road,Modified,5,1,212.248,1.4454,0.2178,7.8453,48.4795,0.74266,goal,2
blocked_road,APF,6,0,2800.0,19.0683,3.2251,7.4058,2227.3385,0.51975,goal,2
blocked_road,RRT*,6,1,149.847,1.0205,0.0379,1.1018,25.5458,0.70592,goal,2
blocked_road,RRT*+Bezier,6,1,149.847,1.0205,0.0379,1.1018,25.5458,0.73838,goal,2
blocked_road,Hybrid,6,1,166.264,1.1323,0.2488,4.1861,44.5993,1.1018,goal,2
blocked_road,Modified,6,1,165.923,1.13,0.1179,3.1215,38.5073,0.63916,goal,2
blocked_road,APF,7,1,183.4,1.249,1.0414,3.8963,76.8431,0.04064,goal,2
blocked_road,RRT*,7,1,154.582,1.0527,0.0495,1.0886,28.0953,0.84446,goal,2
blocked_road,RRT*+Bezier,7,1,154.582,1.0527,0.0495,1.0886,28.0953,0.85349,goal,2
blocked_road,Hybrid,7,1,164.552,1.1206,0.5105,1.6423,50.8474,0.14756,goal,2
blocked_road,Modified,7,1,159.049,1.0831,0.459,3.6704,48.3245,0.15932,goal,2
blocked_road,APF,8,0,38.5,0.2601,0.2467,1.4196,9.4912,0.01299,goal,2
blocked_road,RRT*,8,1,147.317,0.9953,0.0414,0.7572,25.6702,0.31004,goal,2
blocked_road,RRT*+Bezier,8,1,147.317,0.9953,0.0414,0.7572,25.6702,0.31518,goal,2
blocked_road,Hybrid,8,1,179.067,1.2098,0.157,3.1942,42.7373,1.56333,goal,2
blocked_road,Modified,8,1,157.651,1.0651,0.0742,0.7976,31.6051,0.21291,goal,2
blocked_road,APF,9,0,2800.0,19.0683,4.4136,10.472,1715.9398,0.50356,goal,2
blocked_road,RRT*,9,1,151.841,1.0341,0.044,0.948,26.735,2.42921,goal,2
blocked_road,RRT*+Bezier,9,1,151.841,1.0341,0.044,0.948,26.735,2.43446,goal,2
blocked_road,Hybrid,9,1,163.616,1.1142,0.1857,5.5396,36.543,0.26869,goal,2
blocked_road,Modified,9,1,163.689,1.1147,0.2159,12.3554,34.5006,1.81281,goal,2
blocked_road,APF,10,0,46.9,0.3144,0.3679,0.7719,12.3983,0.01355,goal,2
blocked_road,RRT*,10,1,149.345,1.0011,0.0349,1.201,23.969,0.3061,goal,2
blocked_road,RRT*+Bezier,10,1,149.345,1.0011,0.0349,1.201,23.969,0.31316,goal,2
blocked_road,Hybrid,10,1,184.368,1.2358,0.1518,3.3082,42.3303,0.15022,goal,2
blocked_road,Modified,10,1,158.377,1.0616,0.0945,2.6677,32.2635,0.56981,goal,2
blocked_road,APF,11,0,46.2,0.3109,0.364,1.6176,12.9088,0.01599,goal,2
blocked_road,RRT*,11,1,154.291,1.0383,0.0269,0.8576,23.7459,2.18036,goal,2
blocked_road,RRT*+Bezier,11,1,154.291,1.0383,0.0269,0.8576,23.7459,2.23478,goal,2
blocked_road,Hybrid,11,1,161.753,1.0885,0.1674,4.7448,36.794,1.90621,goal,2
blocked_road,Modified,11,1,155.409,1.0458,0.0842,1.5739,30.65,0.67201,goal,2
blocked_road,APF,12,0,2800.0,18.9925,3.5049,7.8641,2003.3567,0.52521,goal,2
blocked_road,RRT*,12,1,146.432,0.9933,0.0441,1.3082,25.451,1.01283,goal,2
blocked_road,RRT*+Bezier,12,1,146.432,0.9933,0.0441,1.3082,25.451,1.04199,goal,2
blocked_road,Hybrid,12,1,205.447,1.3936,0.3132,3.5363,58.3959,1.63135,goal,2
blocked_road,Modified,12,1,205.493,1.3939,0.1408,3.289,44.5752,1.03094,goal,2
blocked_road,APF,13,1,190.4,1.2966,1.1076,4.5873,69.5536,0.03581,goal,2
blocked_road,RRT*,13,1,147.958,1.0076,0.0401,1.1642,25.2924,1.24145,goal,2
