scenario,algorithm,instance,repeat,success,path_length,astar_length,length_ratio,comp_time,smoothness,curvature,max_curvature,clearance_min,clearance_mean,total_turning,sharp_turns,radius_violated,drive_time_curved,switches,false_alarm,time_to_detection,collision_checks
normal_city,Adaptive,0,7,1,177.1,140.811,1.2577,0.05715,0.247,1.104,3.4849,1.759,2.956,195.5258,120,1,72.8233,0,0,nan,759
normal_city,Adaptive,0,8,1,177.1,140.811,1.2577,0.05782,0.247,1.104,3.4849,1.759,2.956,195.5258,120,1,72.8233,0,0,nan,759
normal_city,Adaptive,0,9,1,177.1,140.811,1.2577,0.05851,0.247,1.104,3.4849,1.759,2.956,195.5258,120,1,72.8233,0,0,nan,759
normal_city,Bezier,0,0,1,147.821,140.811,1.0498,0.35889,0.0552,0.2688,1.7956,1.759,2.921,39.734,27,1,40.332,1,1,nan,17569
normal_city,Bezier,0,1,1,147.811,140.811,1.0497,0.59018,0.0549,0.2659,1.8505,1.759,2.904,39.3082,26,1,39.779,1,1,nan,29345
normal_city,Bezier,0,2,1,147.3,140.811,1.0461,0.40379,0.0535,0.2612,1.6082,1.759,2.9,38.4812,25,1,38.4003,1,1,nan,21030
normal_city,Bezier,0,3,1,158.065,140.811,1.1225,1.33413,0.06,0.2733,3.3503,1.759,2.918,43.1946,27,1,43.2405,1,1,nan,79887
normal_city,Bezier,0,4,1,145.375,140.811,1.0324,3.21734,0.0531,0.2629,1.6072,1.759,2.899,38.2198,25,1,38.0865,1,1,nan,188786
normal_city,Bezier,0,5,1,148.897,140.811,1.0574,0.64878,0.0558,0.2709,2.888,1.759,2.917,40.3414,25,1,40.0074,1,1,nan,33210
normal_city,Bezier,0,6,1,148.454,140.811,1.0543,0.26961,0.0557,0.2688,2.2472,1.759,2.92,39.9037,25,1,39.7067,1,1,nan,11100
normal_city,Bezier,0,7,1,149.113,140.811,1.059,0.85798,0.055,0.2643,1.759,1.759,2.92,39.4136,25,1,38.7512,1,1,nan,47738
normal_city,Bezier,0,8,1,145.331,140.811,1.0321,1.57182,0.0477,0.2485,1.6077,1.759,2.939,36.1154,22,1,37.1171,1,1,nan,90596
normal_city,Bezier,0,9,1,145.891,140.811,1.0361,1.73577,0.0488,0.2523,1.4816,1.759,2.943,36.8047,24,1,38.1012,1,1,nan,102780
normal_city,BSpline,0,0,1,161.64,140.811,1.1479,0.07599,0.127,0.8886,3.2648,1.754,2.913,143.6364,122,1,57.7088,0,0,nan,1634
normal_city,BSpline,0,1,1,161.64,140.811,1.1479,0.08242,0.127,0.8886,3.2648,1.754,2.913,143.6364,122,1,57.7088,0,0,nan,1634
normal_city,BSpline,0,2,1,161.64,140.811,1.1479,0.07582,0.127,0.8886,3.2648,1.754,2.913,143.6364,122,1,57.7088,0,0,nan,1634
normal_city,BSpline,0,3,1,161.64,140.811,1.1479,0.08255,0.127,0.8886,3.2648,1.754,2.913,143.6364,122,1,57.7088,0,0,nan,1634
normal_city,BSpline,0,4,1,161.64,140.811,1.1479,0.07652,0.127,0.8886,3.2648,1.754,2.913,143.6364,122,1,57.7088,0,0,nan,1634
normal_city,BSpline,0,5,1,161.64,140.811,1.1479,0.07573,0.127,0.8886,3.2648,1.754,2.913,143.6364,122,1,57.7088,0,0,nan,1634
normal_city,BSpline,0,6,1,161.64,140.811,1.1479,0.07538,0.127,0.8886,3.2648,1.754,2.913,143.6364,122,1,57.7088,0,0,nan,1634
normal_city,BSpline,0,7,1,161.64,140.811,1.1479,0.07447,0.127,0.8886,3.2648,1.754,2.913,143.6364,122,1,57.7088,0,0,nan,1634
normal_city,BSpline,0,8,1,161.64,140.811,1.1479,0.07346,0.127,0.8886,3.2648,1.754,2.913,143.6364,122,1,57.7088,0,0,nan,1634
normal_city,BSpline,0,9,1,161.64,140.811,1.1479,0.08012,0.127,0.8886,3.2648,1.754,2.913,143.6364,122,1,57.7088,0,0,nan,1634
normal_city,Dubins,0,0,1,163.949,140.811,1.1643,0.07082,0.0897,0.5463,3.4034,1.759,3.368,89.5686,40,1,55.9412,0,0,nan,1453
normal_city,Dubins,0,1,1,163.949,140.811,1.1643,0.06975,0.0897,0.5463,3.4034,1.759,3.368,89.5686,40,1,55.9412,0,0,nan,1453
normal_city,Dubins,0,2,1,163.949,140.811,1.1643,0.06933,0.0897,0.5463,3.4034,1.759,3.368,89.5686,40,1,55.9412,0,0,nan,1453
normal_city,Dubins,0,3,1,163.949,140.811,1.1643,0.06924,0.0897,0.5463,3.4034,1.759,3.368,89.5686,40,1,55.9412,0,0,nan,1453
normal_city,Dubins,0,4,1,163.949,140.811,1.1643,0.06937,0.0897,0.5463,3.4034,1.759,3.368,89.5686,40,1,55.9412,0,0,nan,1453
normal_city,Dubins,0,5,1,163.949,140.811,1.1643,0.07649,0.0897,0.5463,3.4034,1.759,3.368,89.5686,40,1,55.9412,0,0,nan,1453
normal_city,Dubins,0,6,1,163.949,140.811,1.1643,0.07576,0.0897,0.5463,3.4034,1.759,3.368,89.5686,40,1,55.9412,0,0,nan,1453
normal_city,Dubins,0,7,1,163.949,140.811,1.1643,0.07778,0.0897,0.5463,3.4034,1.759,3.368,89.5686,40,1,55.9412,0,0,nan,1453
normal_city,Dubins,0,8,1,163.949,140.811,1.1643,0.07273,0.0897,0.5463,3.4034,1.759,3.368,89.5686,40,1,55.9412,0,0,nan,1453
normal_city,Dubins,0,9,1,163.949,140.811,1.1643,0.07321,0.0897,0.5463,3.4034,1.759,3.368,89.5686,40,1,55.9412,0,0,nan,1453
normal_city,APF,1,0,1,176.4,140.811,1.2527,0.04048,0.2473,1.1057,3.7607,1.768,2.964,195.0387,118,1,72.124,0,0,nan,756
normal_city,RRT*,1,0,1,147.338,140.811,1.0464,0.45318,0.1803,0.0692,1.1894,2.515,4.09,10.1947,12,1,30.8102,0,0,nan,29321
normal_city,RRT*,1,1,1,141.062,140.811,1.0018,1.94769,0.1914,0.081,0.9925,2.385,4.039,11.4273,13,1,31.6978,0,0,nan,116971
normal_city,RRT*,1,2,1,145.766,140.811,1.0352,0.49015,0.1562,0.0707,1.2575,1.971,3.843,10.3035,10,1,30.2309,0,0,nan,31111
