instance,speed_factor,driver,success,reached,collided,steps,replans,comp_time,collision_checks,path_length
80,1.0,Modified replan,0,1,1,123,6,0.13589,7404,86.1
80,1.5,APF reactive,1,1,0,116,0,0.01362,348,81.2
80,1.5,RRT* plan once,0,0,1,67,0,0.04873,7139,46.9
80,1.5,RRT* replan,1,1,0,129,4,0.18512,28033,90.3
80,1.5,Modified plan once,0,0,1,54,0,0.01876,418,37.8
80,1.5,Modified replan,1,1,0,129,7,0.12133,6491,90.3
81,0.5,APF reactive,1,1,0,114,0,0.01324,342,79.8
81,0.5,RRT* plan once,0,0,1,62,0,0.03011,4571,43.4
81,0.5,RRT* replan,1,1,0,118,1,0.0834,12571,82.6
81,0.5,Modified plan once,1,1,0,114,0,0.01328,342,79.8
81,0.5,Modified replan,1,1,0,114,3,0.03473,861,79.8
81,1.0,APF reactive,1,1,0,120,0,0.0141,360,84.0
81,1.0,RRT* plan once,1,1,0,120,0,0.0317,4571,84.0
81,1.0,RRT* replan,0,1,1,141,26,0.91578,135420,98.7
81,1.0,Modified plan once,0,0,1,55,0,0.0135,342,38.5
81,1.0,Modified replan,0,1,1,115,6,0.16375,10805,80.5
81,1.5,APF reactive,1,1,0,114,0,0.01383,342,79.8
81,1.5,RRT* plan once,0,0,1,60,0,0.03052,4571,42.0
81,1.5,RRT* replan,1,1,0,120,5,0.22982,34681,84.0
81,1.5,Modified plan once,1,1,0,114,0,0.01372,342,79.8
81,1.5,Modified replan,1,1,0,114,7,0.08973,1914,79.8
82,0.5,APF reactive,1,1,0,116,0,0.01371,348,81.2
82,0.5,RRT* plan once,0,0,1,57,0,0.04547,6635,39.9
82,0.5,RRT* replan,1,1,0,123,1,0.0583,8756,86.1
82,0.5,Modified plan once,1,1,0,115,0,0.019,418,80.5
82,0.5,Modified replan,1,1,0,115,1,0.02551,580,80.5
82,1.0,APF reactive,1,1,0,122,0,0.01431,366,85.4
82,1.0,RRT* plan once,1,1,0,121,0,0.04529,6635,84.7
82,1.0,RRT* replan,0,1,1,131,8,0.26988,41175,91.7
82,1.0,Modified plan once,0,0,1,51,0,0.01883,418,35.7
82,1.0,Modified replan,0,0,1,59,10,0.94157,67513,41.3
82,1.5,APF reactive,1,1,0,130,0,0.01544,390,91.0
82,1.5,RRT* plan once,1,1,0,121,0,0.04625,6635,84.7
82,1.5,RRT* replan,0,0,1,65,6,0.47516,49085,45.5
82,1.5,Modified plan once,0,0,1,55,0,0.0185,418,38.5
82,1.5,Modified replan,0,0,1,60,9,0.89373,62059,42.0
83,0.5,APF reactive,1,1,0,116,0,0.01314,348,81.2
83,0.5,RRT* plan once,0,0,1,53,0,0.06333,9534,37.1
83,0.5,RRT* replan,1,1,0,129,2,0.13939,20647,90.3
83,0.5,Modified plan once,0,0,1,53,0,0.01298,342,37.1
83,0.5,Modified replan,0,1,1,116,6,0.0753,1678,81.2
83,1.0,APF reactive,1,1,0,115,0,0.01326,345,80.5
83,1.0,RRT* plan once,1,1,0,119,0,0.06222,9534,83.3
83,1.0,RRT* replan,1,1,0,123,1,0.08165,11635,86.1
83,1.0,Modified plan once,0,0,1,63,0,0.01299,342,44.1
83,1.0,Modified replan,1,1,0,114,3,0.07899,4210,79.8
83,1.5,APF reactive,0,0,1,57,0,0.00721,171,39.9
83,1.5,RRT* plan once,1,1,0,119,0,0.06106,9534,83.3
83,1.5,RRT* replan,1,1,0,119,5,0.20294,29956,83.3
83,1.5,Modified plan once,0,0,1,56,0,0.01336,342,39.2
83,1.5,Modified replan,0,0,1,60,7,0.84259,55374,42.0
84,0.5,APF reactive,1,1,0,134,0,0.01543,402,93.8
84,0.5,RRT* plan once,0,0,1,55,0,0.04431,6649,38.5
84,0.5,RRT* replan,1,1,0,121,1,0.07881,11558,84.7
84,0.5,Modified plan once,0,0,1,52,0,0.01896,418,36.4
84,0.5,Modified replan,1,1,0,123,4,0.10844,4095,86.1
84,1.0,APF reactive,1,1,0,117,0,0.01384,351,81.9
84,1.0,RRT* plan once,0,0,1,52,0,0.04441,6649,36.4
84,1.0,RRT* replan,1,1,0,125,4,0.17884,26557,87.5
84,1.0,Modified plan once,1,1,0,115,0,0.01868,418,80.5
84,1.0,Modified replan,1,1,0,115,3,0.04712,1073,80.5
84,1.5,APF reactive,1,1,0,117,0,0.0138,351,81.9
84,1.5,RRT* plan once,0,0,1,65,0,0.04562,6649,45.5
84,1.5,RRT* replan,1,1,0,120,5,0.19757,29427,84.0
84,1.5,Modified plan once,1,1,0,115,0,0.01908,418,80.5
84,1.5,Modified replan,1,1,0,137,5,0.15779,8816,95.9
85,0.5,APF reactive,1,1,0,115,0,0.0134,345,80.5
85,0.5,RRT* plan once,0,0,1,53,0,0.04882,7068,37.1
85,0.5,RRT* replan,1,1,0,117,0,0.03957,5760,81.9
85,0.5,Modified plan once,1,1,0,114,0,0.0185,415,79.8
85,0.5,Modified replan,1,1,0,114,4,0.05726,1304,79.8
85,1.0,APF reactive,1,1,0,120,0,0.01397,360,84.0
85,1.0,RRT* plan once,1,1,0,118,0,0.04862,7068,82.6
85,1.0,RRT* replan,0,1,1,165,11,0.49805,72447,115.5
85,1.0,Modified plan once,0,0,1,57,0,0.01871,415,39.9
85,1.0,Modified replan,0,0,1,62,8,0.7453,45544,43.4
85,1.5,APF reactive,0,0,1,55,0,0.0083,165,38.5
85,1.5,RRT* plan once,0,0,1,60,0,0.04947,7068,42.0
85,1.5,RRT* replan,0,1,1,146,20,0.74374,108838,102.2
85,1.5,Modified plan once,0,0,1,54,0,0.01873,415,37.8
85,1.5,Modified replan,0,0,1,56,6,0.7076,39728,39.2
86,0.5,APF reactive,1,1,0,114,0,0.01273,342,79.8
86,0.5,RRT* plan once,1,1,0,116,0,0.04057,6195,81.2
86,0.5,RRT* replan,1,1,0,117,1,0.10446,15046,81.9
86,0.5,Modified plan once,1,1,0,114,0,0.0127,342,79.8
86,0.5,Modified replan,1,1,0,114,0,0.01259,342,79.8
86,1.0,APF reactive,0,0,1,60,0,0.00721,180,42.0
86,1.0,RRT* plan once,0,0,1,59,0,0.04062,6195,41.3
86,1.0,RRT* replan,1,1,0,121,3,0.1704,24555,84.7
86,1.0,Modified plan once,0,0,1,58,0,0.01272,342,40.6
86,1.0,Modified replan,0,0,1,60,7,0.7438,49829,42.0
86,1.5,APF reactive,1,1,0,117,0,0.0132,351,81.9
86,1.5,RRT* plan once,0,0,1,60,0,0.04096,6195,42.0
86,1.5,RRT* replan,0,1,1,142,20,0.75655,109490,99.4
86,1.5,Modified plan once,0,0,1,64,0,0.01256,342,44.8
86,1.5,Modified replan,0,1,1,116,11,0.18029,7550,81.2
87,0.5,APF reactive,1,1,0,115,0,0.01346,345,80.5
87,0.5,RRT* plan once,1,1,0,127,0,0.04724,6977,88.9
87,0.5,RRT* replan,0,1,1,118,3,0.14457,22037,82.6
87,0.5,Modified plan once,1,1,0,114,0,0.01869,415,79.8
87,0.5,Modified replan,1,1,0,114,2,0.03294,745,79.8
87,1.0,APF reactive,0,0,1,64,0,0.00829,192,44.8
87,1.0,RRT* plan once,0,0,1,69,0,0.04703,6977,48.3
87,1.0,RRT* replan,1,1,0,122,5,0.2112,31177,85.4
87,1.0,Modified plan once,0,0,1,44,0,0.01887,415,30.8
87,1.0,Modified replan,0,0,1,61,20,1.6213,133658,42.7
87,1.5,APF reactive,0,0,1,72,0,0.00912,216,50.4
87,1.5,RRT* plan once,0,0,1,72,0,0.0469,6977,50.4
87,1.5,RRT* replan,0,1,1,143,10,0.33386,50555,100.1
87,1.5,Modified plan once,0,0,1,44,0,0.01834,415,30.8
87,1.5,Modified replan,0,0,1,47,6,0.81818,50982,32.9
88,0.5,APF reactive,1,1,0,114,0,0.01311,342,79.8
88,0.5,RRT* plan once,1,1,0,115,0,0.03809,5642,80.5
88,0.5,RRT* replan,1,1,0,116,1,0.07559,11535,81.2
88,0.5,Modified plan once,1,1,0,114,0,0.01297,342,79.8
88,0.5,Modified replan,1,1,0,114,3,0.03675,927,79.8
88,1.0,APF reactive,1,1,0,122,0,0.01368,366,85.4
88,1.0,RRT* plan once,0,0,1,58,0,0.03787,5642,40.6
88,1.0,RRT* replan,0,1,1,131,7,0.22264,32488,91.7
88,1.0,Modified plan once,0,0,1,62,0,0.01281,342,43.4
88,1.0,Modified replan,0,0,1,69,11,0.80583,49235,48.3
88,1.5,APF reactive,1,1,0,121,0,0.01373,363,84.7
88,1.5,RRT* plan once,1,1,0,115,0,0.03771,5642,80.5
88,1.5,RRT* replan,1,1,0,127,6,0.27616,37849,88.9
88,1.5,Modified plan once,0,0,1,56,0,0.01383,342,39.2
88,1.5,Modified replan,0,1,1,119,7,0.15,5888,83.3
89,0.5,APF reactive,0,0,1,78,0,0.00972,234,54.6
89,0.5,RRT* plan once,0,0,1,70,0,0.04591,6503,49.0
89,0.5,RRT* replan,0,1,1,127,3,0.14682,22648,88.9
89,0.5,Modified plan once,0,0,1,49,0,0.01802,418,34.3
89,0.5,Modified replan,1,1,0,132,5,0.12694,7251,92.4
89,1.0,APF reactive,0,0,1,79,0,0.01006,237,55.3
89,1.0,RRT* plan once,1,1,0,118,0,0.04553,6503,82.6
89,1.0,RRT* replan,0,1,1,123,16,0.44548,68444,86.1
89,1.0,Modified plan once,0,0,1,59,0,0.01816,418,41.3
89,1.0,Modified replan,0,0,1,64,9,0.8355,56895,44.8
89,1.5,APF reactive,1,1,0,116,0,0.01671,348,81.2
89,1.5,RRT* plan once,1,1,0,118,0,0.04894,6503,82.6
89,1.5,RRT* replan,0,1,1,131,11,0.37127,56361,91.7
89,1.5,Modified plan once,1,1,0,115,0,0.01832,418,80.5
89,1.5,Modified replan,1,1,0,116,7,0.09515,1987,81.2
90,0.5,APF reactive,1,1,0,115,0,0.01291,345,80.5
90,0.5,RRT* plan once,0,0,1,57,0,0.03531,5234,39.9
90,0.5,RRT* replan,1,1,0,118,2,0.11908,18554,82.6
90,0.5,Modified plan once,0,0,1,57,0,0.01287,342,39.9
90,0.5,Modified replan,0,1,1,115,4,0.05423,1295,80.5
90,1.0,APF reactive,1,1,0,114,0,0.01291,342,79.8
90,1.0,RRT* plan once,1,1,0,115,0,0.03499,5234,80.5
90,1.0,RRT* replan,1,1,0,123,1,0.06784,10338,86.1
90,1.0,Modified plan once,1,1,0,114,0,0.01298,342,79.8
90,1.0,Modified replan,1,1,0,114,5,0.1099,5407,79.8
90,1.5,APF reactive,0,0,1,47,0,0.00629,141,32.9
90,1.5,RRT* plan once,0,0,1,47,0,0.03493,5234,32.9
90,1.5,RRT* replan,0,1,1,137,14,0.52986,80570,95.9
90,1.5,Modified plan once,0,0,1,47,0,0.013,342,32.9
90,1.5,Modified replan,0,0,1,48,4,0.72295,43892,33.6
91,0.5,APF reactive,0,0,1,48,0,0.0069,144,33.6
91,0.5,RRT* plan once,1,1,0,119,0,0.03383,5011,83.3
91,0.5,RRT* replan,1,1,0,119,1,0.06242,9354,83.3
91,0.5,Modified plan once,0,0,1,48,0,0.01342,342,33.6
91,0.5,Modified replan,0,1,1,116,6,0.13649,4855,81.2
91,1.0,APF reactive,1,1,0,114,0,0.0133,342,79.8
91,1.0,RRT* plan once,0,0,1,54,0,0.03355,5011,37.8
91,1.0,RRT* replan,1,1,0,123,3,0.10752,16090,86.1
91,1.0,Modified plan once,1,1,0,114,0,0.01326,342,79.8
91,1.0,Modified replan,1,1,0,114,5,0.08143,3558,79.8
91,1.5,APF reactive,1,1,0,116,0,0.01504,348,81.2
91,1.5,RRT* plan once,1,1,0,119,0,0.03375,5011,83.3
91,1.5,RRT* replan,0,1,1,123,12,0.29602,44711,86.1
91,1.5,Modified plan once,1,1,0,114,0,0.01352,342,79.8
91,1.5,Modified replan,1,1,0,114,6,0.08811,3628,79.8
92,0.5,APF reactive,1,1,0,117,0,0.01314,351,81.9
92,0.5,RRT* plan once,1,1,0,116,0,0.04346,6824,81.2
92,0.5,RRT* replan,1,1,0,124,1,0.0899,13461,86.8
92,0.5,Modified plan once,0,0,1,52,0,0.01277,342,36.4
92,0.5,Modified replan,0,1,1,115,5,0.08219,4354,80.5
92,1.0,APF reactive,1,1,0,115,0,0.01284,345,80.5
92,1.0,RRT* plan once,0,0,1,49,0,0.04373,6824,34.3
92,1.0,RRT* replan,1,1,0,162,3,0.16376,24445,113.4
92,1.0,Modified plan once,1,1,0,114,0,0.01452,342,79.8
92,1.0,Modified replan,1,1,0,115,5,0.09723,5713,80.5
92,1.5,APF reactive,1,1,0,114,0,0.01276,342,79.8
92,1.5,RRT* plan once,0,0,1,55,0,0.04373,6824,38.5
92,1.5,RRT* replan,0,0,1,66,12,0.70916,92733,46.2
92,1.5,Modified plan once,1,1,0,114,0,0.01298,342,79.8
92,1.5,Modified replan,1,1,0,114,6,0.1178,5028,79.8
93,0.5,APF reactive,1,1,0,114,0,0.0139,342,79.8
93,0.5,RRT* plan once,1,1,0,118,0,0.04506,6395,82.6
93,0.5,RRT* replan,1,1,0,117,0,0.06188,9349,81.9
93,0.5,Modified plan once,1,1,0,114,0,0.01296,342,79.8
93,0.5,Modified replan,1,1,0,114,2,0.03003,744,79.8
93,1.0,APF reactive,1,1,0,116,0,0.01315,348,81.2
93,1.0,RRT* plan once,0,0,1,68,0,0.04351,6395,47.6
93,1.0,RRT* replan,1,1,0,117,4,0.17686,27295,81.9
93,1.0,Modified plan once,0,0,1,50,0,0.01282,342,35.0
93,1.0,Modified replan,1,1,0,115,5,0.05925,1394,80.5
93,1.5,APF reactive,1,1,0,114,0,0.01284,342,79.8
93,1.5,RRT* plan once,1,1,0,118,0,0.04259,6395,82.6
93,1.5,RRT* replan,1,1,0,118,5,0.22461,34333,82.6
93,1.5,Modified plan once,1,1,0,114,0,0.01349,342,79.8
93,1.5,Modified replan,1,1,0,115,6,0.07212,1541,80.5
94,0.5,APF reactive,1,1,0,117,0,0.01338,351,81.9
94,0.5,RRT* plan once,0,0,1,62,0,0.05114,7176,43.4
94,0.5,RRT* replan,0,1,1,126,3,0.12184,17817,88.2
94,0.5,Modified plan once,0,0,1,60,0,0.01269,342,42.0
94,0.5,Modified replan,0,1,1,115,13,0.15919,3200,80.5
94,1.0,APF reactive,1,1,0,120,0,0.01387,360,84.0
94,1.0,RRT* plan once,1,1,0,121,0,0.04951,7176,84.7
94,1.0,RRT* replan,0,1,1,127,4,0.20398,29853,88.9
94,1.0,Modified plan once,0,0,1,46,0,0.01235,342,32.2
94,1.0,Modified replan,0,1,1,115,7,0.16019,5907,80.5
94,1.5,APF reactive,1,1,0,114,0,0.01331,342,79.8
94,1.5,RRT* plan once,0,0,1,48,0,0.0502,7176,33.6
94,1.5,RRT* replan,1,1,0,119,5,0.27905,38514,83.3
94,1.5,Modified plan once,1,1,0,114,0,0.01429,342,79.8
94,1.5,Modified replan,1,1,0,114,6,0.10411,3075,79.8
95,0.5,APF reactive,0,0,0,1500,0,0.23771,4500,1050.0
95,0.5,RRT* plan once,1,1,0,121,0,0.03577,4941,84.7
95,0.5,RRT* replan,1,1,0,117,0,0.05749,7196,81.9
95,0.5,Modified plan once,1,1,0,120,0,0.04841,2196,84.0
95,0.5,Modified replan,1,1,0,120,2,0.04953,1017,84.0
95,1.0,APF reactive,0,0,0,1500,0,0.21784,4500,1050.0
95,1.0,RRT* plan once,1,1,0,121,0,0.03335,4941,84.7
95,1.0,RRT* replan,0,1,1,128,13,0.48472,67191,89.6
95,1.0,Modified plan once,0,0,1,63,0,0.04349,2196,44.1
95,1.0,Modified replan,0,0,1,65,7,0.88886,62904,45.5
95,1.5,APF reactive,0,0,0,1500,0,0.2128,4500,1050.0
95,1.5,RRT* plan once,1,1,0,121,0,0.03328,4941,84.7
95,1.5,RRT* replan,0,1,1,135,12,0.48601,70843,94.5
95,1.5,Modified plan once,0,0,1,52,0,0.04373,2196,36.4
95,1.5,Modified replan,0,0,1,52,5,0.686,37199,36.4
96,0.5,APF reactive,1,1,0,116,0,0.01388,348,81.2
96,0.5,RRT* plan once,1,1,0,123,0,0.05773,8283,86.1
96,0.5,RRT* replan,1,1,0,117,1,0.09229,13392,81.9
96,0.5,Modified plan once,1,1,0,115,0,0.01884,418,80.5
96,0.5,Modified replan,1,1,0,115,2,0.03528,820,80.5
96,1.0,APF reactive,0,0,1,49,0,0.0068,147,34.3
96,1.0,RRT* plan once,0,0,1,49,0,0.05752,8283,34.3
96,1.0,RRT* replan,1,1,0,124,2,0.11581,17362,86.8
96,1.0,Modified plan once,0,0,1,44,0,0.01889,418,30.8
96,1.0,Modified replan,1,1,0,139,4,0.10984,7158,97.3
96,1.5,APF reactive,1,1,0,117,0,0.01371,351,81.9
96,1.5,RRT* plan once,0,0,1,67,0,0.05763,8283,46.9
96,1.5,RRT* replan,0,1,1,126,7,0.32995,49309,88.2
96,1.5,Modified plan once,0,0,1,55,0,0.01893,418,38.5
96,1.5,Modified replan,0,1,1,115,7,0.13771,7009,80.5
97,0.5,APF reactive,1,1,0,114,0,0.01293,342,79.8
97,0.5,RRT* plan once,0,0,1,54,0,0.03473,5315,37.8
97,0.5,RRT* replan,1,1,0,128,2,0.12163,17616,89.6
97,0.5,Modified plan once,1,1,0,114,0,0.01296,342,79.8
97,0.5,Modified replan,1,1,0,114,4,0.07631,3485,79.8
97,1.0,APF reactive,0,0,1,51,0,0.00652,153,35.7
97,1.0,RRT* plan once,0,0,1,52,0,0.03459,5315,36.4
97,1.0,RRT* replan,0,1,1,130,11,0.34665,51498,91.0
97,1.0,Modified plan once,0,0,1,51,0,0.01324,342,35.7
97,1.0,Modified replan,0,0,1,53,5,0.75026,44001,37.1
97,1.5,APF reactive,1,1,0,115,0,0.01306,345,80.5
97,1.5,RRT* plan once,1,1,0,119,0,0.03506,5315,83.3
97,1.5,RRT* replan,0,0,1,72,10,0.62232,70006,50.4
97,1.5,Modified plan once,0,0,1,60,0,0.01289,342,42.0
97,1.5,Modified replan,0,1,1,114,6,0.06249,1474,79.8
98,0.5,APF reactive,1,1,0,115,0,0.01339,345,80.5
98,0.5,RRT* plan once,0,0,1,61,0,0.07494,11370,42.7
98,0.5,RRT* replan,1,1,0,120,1,0.11669,16656,84.0
98,0.5,Modified plan once,0,0,1,66,0,0.01898,415,46.2
98,0.5,Modified replan,1,1,0,114,2,0.03357,751,79.8
98,1.0,APF reactive,1,1,0,117,0,0.01374,351,81.9
98,1.0,RRT* plan once,0,0,1,61,0,0.07486,11370,42.7
98,1.0,RRT* replan,0,1,1,121,6,0.21585,31841,84.7
98,1.0,Modified plan once,0,0,1,65,0,0.01886,415,45.5
98,1.0,Modified replan,0,1,1,115,13,0.13578,2848,80.5
98,1.5,APF reactive,0,0,1,57,0,0.00751,171,39.9
98,1.5,RRT* plan once,0,0,1,57,0,0.07498,11370,39.9
98,1.5,RRT* replan,1,1,0,137,8,0.2925,44503,95.9
98,1.5,Modified plan once,0,0,1,57,0,0.01835,415,39.9
98,1.5,Modified replan,0,0,1,59,6,0.74284,43430,41.3
99,0.5,APF reactive,1,1,0,128,0,0.01519,384,89.6
99,0.5,RRT* plan once,0,0,1,53,0,0.03108,4771,37.1
99,0.5,RRT* replan,0,1,1,130,12,0.39285,59313,91.0
99,0.5,Modified plan once,0,0,1,53,0,0.01837,415,37.1
99,0.5,Modified replan,0,0,1,57,7,0.84902,54573,39.9
99,1.0,APF reactive,0,0,1,48,0,0.00678,144,33.6
99,1.0,RRT* plan once,0,0,1,48,0,0.0347,4771,33.6
99,1.0,RRT* replan,1,1,0,121,2,0.13307,18960,84.7
99,1.0,Modified plan once,0,0,1,48,0,0.01859,415,33.6
99,1.0,Modified replan,0,0,1,50,5,0.74996,45428,35.0
99,1.5,APF reactive,1,1,0,115,0,0.01344,345,80.5
99,1.5,RRT* plan once,1,1,0,115,0,0.03094,4771,80.5
99,1.5,RRT* replan,0,1,1,117,8,0.28912,43922,81.9
99,1.5,Modified plan once,1,1,0,114,0,0.01897,415,79.8
99,1.5,Modified replan,0,0,1,62,8,0.76199,45821,43.4
