instance,speed_factor,driver,success,reached,collided,steps,replans,comp_time,collision_checks,path_length
26,1.5,APF reactive,0,0,1,47,0,0.00666,141,32.9
26,1.5,RRT* plan once,1,1,0,120,0,0.04156,6029,84.0
26,1.5,RRT* replan,0,1,1,140,6,0.21326,32259,98.0
26,1.5,Modified plan once,0,0,1,47,0,0.01347,342,32.9
26,1.5,Modified replan,0,1,1,115,8,0.14579,5974,80.5
27,0.5,APF reactive,0,0,1,74,0,0.00894,222,51.8
27,0.5,RRT* plan once,0,0,1,57,0,0.03619,5367,39.9
27,0.5,RRT* replan,0,1,1,121,5,0.17101,25121,84.7
27,0.5,Modified plan once,0,0,1,51,0,0.01492,342,35.7
27,0.5,Modified replan,0,0,1,81,10,0.96204,78352,56.7
27,1.0,APF reactive,1,1,0,114,0,0.01372,342,79.8
27,1.0,RRT* plan once,1,1,0,124,0,0.03892,5367,86.8
27,1.0,RRT* replan,1,1,0,121,2,0.12886,18698,84.7
27,1.0,Modified plan once,1,1,0,114,0,0.01302,342,79.8
27,1.0,Modified replan,1,1,0,118,5,0.11239,5040,82.6
27,1.5,APF reactive,1,1,0,120,0,0.01365,360,84.0
27,1.5,RRT* plan once,0,0,1,64,0,0.03636,5367,44.8
27,1.5,RRT* replan,0,1,1,127,14,0.49171,72419,88.9
27,1.5,Modified plan once,0,0,1,60,0,0.01297,342,42.0
27,1.5,Modified replan,0,1,1,124,8,0.13847,6765,86.8
28,0.5,APF reactive,0,0,0,1500,0,0.21295,4500,1050.0
28,0.5,RRT* plan once,1,1,0,118,0,0.0409,6041,82.6
28,0.5,RRT* replan,1,1,0,122,1,0.08529,12478,85.4
28,0.5,Modified plan once,1,1,0,120,0,0.03979,1716,84.0
28,0.5,Modified replan,1,1,0,118,1,0.04752,1348,82.6
28,1.0,APF reactive,0,0,0,1500,0,0.21325,4500,1050.0
28,1.0,RRT* plan once,0,0,1,67,0,0.04046,6041,46.9
28,1.0,RRT* replan,1,1,0,133,6,0.2873,41280,93.1
28,1.0,Modified plan once,0,0,1,67,0,0.04041,1716,46.9
28,1.0,Modified replan,0,1,1,120,12,0.27953,12618,84.0
28,1.5,APF reactive,0,0,0,1500,0,0.21552,4500,1050.0
28,1.5,RRT* plan once,1,1,0,118,0,0.04041,6041,82.6
28,1.5,RRT* replan,0,0,1,71,9,0.70916,74359,49.7
28,1.5,Modified plan once,1,1,0,120,0,0.04061,1716,84.0
28,1.5,Modified replan,0,0,1,68,7,0.80104,51224,47.6
29,0.5,APF reactive,1,1,0,119,0,0.01439,357,83.3
29,0.5,RRT* plan once,0,0,1,51,0,0.05514,7529,35.7
29,0.5,RRT* replan,0,1,1,118,20,0.63026,93132,82.6
29,0.5,Modified plan once,0,0,1,50,0,0.01354,342,35.0
29,0.5,Modified replan,0,0,1,61,11,0.76051,46657,42.7
29,1.0,APF reactive,1,1,0,117,0,0.01388,351,81.9
29,1.0,RRT* plan once,1,1,0,119,0,0.05305,7529,83.3
29,1.0,RRT* replan,0,1,1,124,5,0.19901,28864,86.8
29,1.0,Modified plan once,0,0,1,58,0,0.01351,342,40.6
29,1.0,Modified replan,0,1,1,114,9,0.11752,3273,79.8
29,1.5,APF reactive,1,1,0,116,0,0.01376,348,81.2
29,1.5,RRT* plan once,1,1,0,119,0,0.05327,7529,83.3
29,1.5,RRT* replan,1,1,0,121,5,0.23043,34488,84.7
29,1.5,Modified plan once,1,1,0,114,0,0.01339,342,79.8
29,1.5,Modified replan,0,0,1,69,5,0.76159,57217,48.3
30,0.5,APF reactive,1,1,0,123,0,0.01395,369,86.1
30,0.5,RRT* plan once,1,1,0,126,0,0.06763,9413,88.2
30,0.5,RRT* replan,0,1,1,145,31,1.28172,182715,101.5
30,0.5,Modified plan once,0,0,1,54,0,0.01303,342,37.8
30,0.5,Modified replan,1,1,0,135,3,0.13614,7434,94.5
30,1.0,APF reactive,0,0,1,49,0,0.00634,147,34.3
30,1.0,RRT* plan once,0,0,1,51,0,0.06933,9413,35.7
30,1.0,RRT* replan,0,1,1,122,17,0.58002,87836,85.4
30,1.0,Modified plan once,0,0,1,49,0,0.01295,342,34.3
30,1.0,Modified replan,0,0,1,51,5,0.71085,43495,35.7
30,1.5,APF reactive,1,1,0,114,0,0.0132,342,79.8
30,1.5,RRT* plan once,1,1,0,126,0,0.06616,9413,88.2
30,1.5,RRT* replan,1,1,0,121,5,0.17735,27182,84.7
30,1.5,Modified plan once,1,1,0,114,0,0.0129,342,79.8
30,1.5,Modified replan,0,1,1,122,10,0.15392,7237,85.4
31,0.5,APF reactive,1,1,0,115,0,0.01275,345,80.5
31,0.5,RRT* plan once,0,0,1,55,0,0.04652,6892,38.5
31,0.5,RRT* replan,1,1,0,119,0,0.0499,7336,83.3
31,0.5,Modified plan once,0,0,1,68,0,0.01273,342,47.6
31,0.5,Modified replan,0,1,1,114,3,0.0351,879,79.8
31,1.0,APF reactive,1,1,0,114,0,0.01298,342,79.8
31,1.0,RRT* plan once,1,1,0,120,0,0.04607,6892,84.0
31,1.0,RRT* replan,1,1,0,121,4,0.18037,27004,84.7
31,1.0,Modified plan once,1,1,0,114,0,0.01272,342,79.8
31,1.0,Modified replan,1,1,0,114,4,0.04127,1062,79.8
31,1.5,APF reactive,0,0,1,56,0,0.00681,168,39.2
31,1.5,RRT* plan once,1,1,0,120,0,0.04649,6892,84.0
31,1.5,RRT* replan,0,0,1,60,6,0.50578,53368,42.0
31,1.5,Modified plan once,0,0,1,56,0,0.01276,342,39.2
31,1.5,Modified replan,0,0,1,61,7,0.82082,47495,42.7
32,0.5,APF reactive,0,0,0,1500,0,0.21379,4500,1050.0
32,0.5,RRT* plan once,1,1,0,119,0,0.01899,2775,83.3
32,0.5,RRT* replan,1,1,0,140,3,0.15114,21982,98.0
32,0.5,Modified plan once,0,0,1,74,0,0.04131,1905,51.8
32,0.5,Modified replan,1,1,0,121,3,0.05964,1621,84.7
32,1.0,APF reactive,0,0,0,1500,0,0.21282,4500,1050.0
32,1.0,RRT* plan once,1,1,0,119,0,0.01907,2775,83.3
32,1.0,RRT* replan,0,1,1,160,15,0.79462,111058,112.0
32,1.0,Modified plan once,0,0,1,65,0,0.0425,1905,45.5
32,1.0,Modified replan,0,0,1,66,5,0.76849,49896,46.2
32,1.5,APF reactive,0,0,0,1500,0,0.21544,4500,1050.0
32,1.5,RRT* plan once,1,1,0,119,0,0.01938,2775,83.3
32,1.5,RRT* replan,0,1,1,159,14,0.52496,76973,111.3
32,1.5,Modified plan once,0,0,1,62,0,0.0412,1905,43.4
32,1.5,Modified replan,0,1,1,121,12,0.16943,5371,84.7
33,0.5,APF reactive,1,1,0,114,0,0.01293,342,79.8
33,0.5,RRT* plan once,1,1,0,119,0,0.0399,5731,83.3
33,0.5,RRT* replan,1,1,0,128,5,0.29467,42234,89.6
33,0.5,Modified plan once,1,1,0,114,0,0.01318,342,79.8
33,0.5,Modified replan,1,1,0,115,2,0.06859,2940,80.5
33,1.0,APF reactive,0,0,1,51,0,0.00648,153,35.7
33,1.0,RRT* plan once,0,0,1,53,0,0.03981,5731,37.1
33,1.0,RRT* replan,0,1,1,150,15,0.60359,88344,105.0
33,1.0,Modified plan once,0,0,1,51,0,0.01296,342,35.7
33,1.0,Modified replan,0,0,1,53,5,0.77437,53451,37.1
33,1.5,APF reactive,1,1,0,126,0,0.01453,378,88.2
33,1.5,RRT* plan once,0,0,1,56,0,0.04004,5731,39.2
33,1.5,RRT* replan,0,0,1,61,11,0.77314,96915,42.7
33,1.5,Modified plan once,0,0,1,54,0,0.01297,342,37.8
33,1.5,Modified replan,0,0,1,55,5,0.72073,51203,38.5
34,0.5,APF reactive,1,1,0,124,0,0.01375,372,86.8
34,0.5,RRT* plan once,0,0,1,50,0,0.05218,7457,35.0
34,0.5,RRT* replan,0,1,1,129,13,0.41535,60732,90.3
34,0.5,Modified plan once,0,0,1,50,0,0.01271,342,35.0
34,0.5,Modified replan,0,1,1,115,10,0.34407,21541,80.5
34,1.0,APF reactive,0,0,1,56,0,0.00684,168,39.2
34,1.0,RRT* plan once,0,0,1,54,0,0.0516,7457,37.8
34,1.0,RRT* replan,1,1,0,134,6,0.26311,39129,93.8
34,1.0,Modified plan once,0,0,1,54,0,0.01274,342,37.8
34,1.0,Modified replan,0,0,1,56,6,0.75011,50219,39.2
34,1.5,APF reactive,0,0,1,62,0,0.00746,186,43.4
34,1.5,RRT* plan once,0,0,1,47,0,0.05227,7457,32.9
34,1.5,RRT* replan,0,0,1,56,10,0.65006,67367,39.2
34,1.5,Modified plan once,0,0,1,57,0,0.0127,342,39.9
34,1.5,Modified replan,0,1,1,114,7,0.10618,3500,79.8
35,0.5,APF reactive,1,1,0,117,0,0.01327,351,81.9
35,0.5,RRT* plan once,1,1,0,117,0,0.045,6535,81.9
35,0.5,RRT* replan,1,1,0,119,2,0.10843,16529,83.3
35,0.5,Modified plan once,0,0,1,50,0,0.01332,342,35.0
35,0.5,Modified replan,0,1,1,115,4,0.05593,1277,80.5
35,1.0,APF reactive,1,1,0,121,0,0.01402,363,84.7
35,1.0,RRT* plan once,0,0,1,63,0,0.04464,6535,44.1
35,1.0,RRT* replan,0,1,1,126,14,0.49403,69041,88.2
35,1.0,Modified plan once,0,0,1,62,0,0.01296,342,43.4
35,1.0,Modified replan,0,0,1,66,7,0.72778,50943,46.2
35,1.5,APF reactive,0,0,1,51,0,0.00657,153,35.7
35,1.5,RRT* plan once,0,0,1,48,0,0.04474,6535,33.6
35,1.5,RRT* replan,0,0,1,59,7,0.53287,60182,41.3
35,1.5,Modified plan once,0,0,1,50,0,0.01279,342,35.0
35,1.5,Modified replan,0,0,1,53,7,0.75891,40472,37.1
36,0.5,APF reactive,1,1,0,114,0,0.01287,342,79.8
36,0.5,RRT* plan once,0,0,1,54,0,0.04756,6969,37.8
36,0.5,RRT* replan,1,1,0,118,0,0.03851,5869,82.6
36,0.5,Modified plan once,1,1,0,114,0,0.01282,342,79.8
36,0.5,Modified replan,1,1,0,114,2,0.02931,747,79.8
36,1.0,APF reactive,1,1,0,115,0,0.01298,345,80.5
36,1.0,RRT* plan once,1,1,0,124,0,0.04735,6969,86.8
36,1.0,RRT* replan,0,0,1,109,23,1.13332,150727,76.3
36,1.0,Modified plan once,1,1,0,114,0,0.01353,342,79.8
36,1.0,Modified replan,1,1,0,115,5,0.07499,3566,80.5
36,1.5,APF reactive,1,1,0,116,0,0.01266,348,81.2
36,1.5,RRT* plan once,1,1,0,124,0,0.04952,6969,86.8
36,1.5,RRT* replan,1,1,0,118,5,0.2196,33394,82.6
36,1.5,Modified plan once,1,1,0,114,0,0.01202,342,79.8
36,1.5,Modified replan,1,1,0,120,6,0.10564,4886,84.0
37,0.5,APF reactive,1,1,0,115,0,0.01212,345,80.5
37,0.5,RRT* plan once,0,0,1,53,0,0.04336,6616,37.1
37,0.5,RRT* replan,1,1,0,121,1,0.09287,14459,84.7
37,0.5,Modified plan once,0,0,1,56,0,0.01222,342,39.2
37,0.5,Modified replan,1,1,0,114,3,0.03827,961,79.8
37,1.0,APF reactive,1,1,0,117,0,0.0132,351,81.9
37,1.0,RRT* plan once,0,0,1,53,0,0.04359,6616,37.1
37,1.0,RRT* replan,0,1,1,124,13,0.47923,76505,86.8
37,1.0,Modified plan once,0,0,1,56,0,0.01204,342,39.2
37,1.0,Modified replan,0,1,1,114,7,0.08994,3487,79.8
37,1.5,APF reactive,1,1,0,114,0,0.01226,342,79.8
37,1.5,RRT* plan once,0,0,1,61,0,0.04315,6616,42.7
37,1.5,RRT* replan,0,0,1,77,19,1.00251,139711,53.9
37,1.5,Modified plan once,1,1,0,114,0,0.01203,342,79.8
37,1.5,Modified replan,1,1,0,120,6,0.09032,3338,84.0
38,0.5,APF reactive,1,1,0,116,0,0.01292,348,81.2
38,0.5,RRT* plan once,0,0,1,61,0,0.02975,4796,42.7
38,0.5,RRT* replan,1,1,0,122,2,0.13686,22028,85.4
38,0.5,Modified plan once,1,1,0,115,0,0.01697,418,80.5
38,0.5,Modified replan,1,1,0,115,4,0.06529,1766,80.5
38,1.0,APF reactive,0,0,1,60,0,0.00768,180,42.0
38,1.0,RRT* plan once,0,0,1,53,0,0.02961,4796,37.1
38,1.0,RRT* replan,0,1,1,148,12,0.48772,77494,103.6
38,1.0,Modified plan once,0,0,1,52,0,0.01705,418,36.4
38,1.0,Modified replan,0,1,1,116,11,0.1398,3029,81.2
38,1.5,APF reactive,0,0,1,49,0,0.00653,147,34.3
38,1.5,RRT* plan once,0,0,1,48,0,0.02982,4796,33.6
38,1.5,RRT* replan,0,1,1,132,13,0.46403,74568,92.4
38,1.5,Modified plan once,0,0,1,47,0,0.01706,418,32.9
38,1.5,Modified replan,0,0,1,49,6,0.71433,50300,34.3
39,0.5,APF reactive,1,1,0,114,0,0.01266,342,79.8
39,0.5,RRT* plan once,0,0,1,54,0,0.02841,4580,37.8
39,0.5,RRT* replan,1,1,0,124,1,0.09911,15698,86.8
39,0.5,Modified plan once,1,1,0,114,0,0.01301,342,79.8
39,0.5,Modified replan,1,1,0,114,2,0.03892,905,79.8
39,1.0,APF reactive,1,1,0,120,0,0.01399,360,84.0
39,1.0,RRT* plan once,0,0,1,66,0,0.03309,4580,46.2
39,1.0,RRT* replan,0,1,1,139,6,0.25646,40903,97.3
39,1.0,Modified plan once,0,0,1,44,0,0.0126,342,30.8
39,1.0,Modified replan,0,1,1,130,6,0.12121,6236,91.0
39,1.5,APF reactive,0,0,1,52,0,0.00673,156,36.4
39,1.5,RRT* plan once,0,0,1,49,0,0.02913,4580,34.3
39,1.5,RRT* replan,0,0,1,58,10,0.56999,71416,40.6
39,1.5,Modified plan once,0,0,1,51,0,0.01256,342,35.7
39,1.5,Modified replan,0,0,1,53,7,0.66929,51813,37.1
40,0.5,APF reactive,1,1,0,114,0,0.01222,342,79.8
40,0.5,RRT* plan once,1,1,0,116,0,0.047,7117,81.2
40,0.5,RRT* replan,1,1,0,118,0,0.03853,6122,82.6
40,0.5,Modified plan once,1,1,0,114,0,0.01194,342,79.8
40,0.5,Modified replan,1,1,0,114,2,0.02518,693,79.8
40,1.0,APF reactive,1,1,0,115,0,0.01232,345,80.5
40,1.0,RRT* plan once,1,1,0,116,0,0.0445,7117,81.2
40,1.0,RRT* replan,1,1,0,117,3,0.14501,20914,81.9
40,1.0,Modified plan once,1,1,0,114,0,0.01271,342,79.8
40,1.0,Modified replan,1,1,0,133,4,0.07361,2962,93.1
40,1.5,APF reactive,0,0,1,52,0,0.00611,156,36.4
40,1.5,RRT* plan once,0,0,1,53,0,0.04485,7117,37.1
40,1.5,RRT* replan,0,1,1,127,8,0.31714,46038,88.9
40,1.5,Modified plan once,0,0,1,52,0,0.01231,342,36.4
40,1.5,Modified replan,0,0,1,54,6,0.78374,47757,37.8
41,0.5,APF reactive,1,1,0,115,0,0.01273,345,80.5
41,0.5,RRT* plan once,1,1,0,118,0,0.02445,3859,82.6
41,0.5,RRT* replan,1,1,0,117,0,0.03306,5218,81.9
41,0.5,Modified plan once,0,0,1,61,0,0.01238,342,42.7
41,0.5,Modified replan,1,1,0,114,3,0.04184,997,79.8
41,1.0,APF reactive,0,0,1,69,0,0.00795,207,48.3
41,1.0,RRT* plan once,0,0,1,58,0,0.02451,3859,40.6
41,1.0,RRT* replan,0,1,1,119,9,0.31637,49332,83.3
41,1.0,Modified plan once,0,0,1,58,0,0.01222,342,40.6
41,1.0,Modified replan,0,0,1,59,4,0.64591,47764,41.3
41,1.5,APF reactive,0,0,1,56,0,0.00674,168,39.2
41,1.5,RRT* plan once,0,0,1,52,0,0.02463,3859,36.4
41,1.5,RRT* replan,0,0,1,63,6,0.54963,60919,44.1
41,1.5,Modified plan once,0,0,1,54,0,0.0122,342,37.8
41,1.5,Modified replan,0,0,1,56,6,0.66038,43598,39.2
42,0.5,APF reactive,1,1,0,114,0,0.01251,342,79.8
42,0.5,RRT* plan once,1,1,0,119,0,0.04702,7287,83.3
42,0.5,RRT* replan,1,1,0,116,0,0.05692,8714,81.2
42,0.5,Modified plan once,1,1,0,114,0,0.01298,342,79.8
42,0.5,Modified replan,1,1,0,114,1,0.01861,498,79.8
42,1.0,APF reactive,1,1,0,129,0,0.01408,387,90.3
42,1.0,RRT* plan once,0,0,1,58,0,0.047,7287,40.6
42,1.0,RRT* replan,1,1,0,127,3,0.14483,22840,88.9
42,1.0,Modified plan once,0,0,1,57,0,0.01235,342,39.9
42,1.0,Modified replan,0,0,1,60,7,0.6882,50713,42.0
42,1.5,APF reactive,1,1,0,114,0,0.01291,342,79.8
42,1.5,RRT* plan once,1,1,0,119,0,0.04806,7287,83.3
42,1.5,RRT* replan,1,1,0,123,6,0.24427,38082,86.1
42,1.5,Modified plan once,1,1,0,114,0,0.01229,342,79.8
42,1.5,Modified replan,1,1,0,114,5,0.07989,3239,79.8
43,0.5,APF reactive,1,1,0,114,0,0.01234,342,79.8
43,0.5,RRT* plan once,0,0,1,53,0,0.0448,6940,37.1
43,0.5,RRT* replan,1,1,0,117,0,0.03538,5632,81.9
43,0.5,Modified plan once,1,1,0,114,0,0.01228,342,79.8
43,0.5,Modified replan,1,1,0,114,2,0.02717,723,79.8
43,1.0,APF reactive,1,1,0,114,0,0.01276,342,79.8
43,1.0,RRT* plan once,0,0,1,62,0,0.04546,6940,43.4
43,1.0,RRT* replan,1,1,0,122,3,0.16474,25252,85.4
43,1.0,Modified plan once,1,1,0,114,0,0.01227,342,79.8
43,1.0,Modified replan,1,1,0,118,6,0.11002,4344,82.6
43,1.5,APF reactive,0,0,1,52,0,0.00682,156,36.4
43,1.5,RRT* plan once,1,1,0,117,0,0.04616,6940,81.9
43,1.5,RRT* replan,0,1,1,125,12,0.36727,56349,87.5
43,1.5,Modified plan once,0,0,1,50,0,0.01317,342,35.0
43,1.5,Modified replan,0,0,1,51,5,0.80994,50361,35.7
44,0.5,APF reactive,1,1,0,116,0,0.01355,348,81.2
44,0.5,RRT* plan once,0,0,1,57,0,0.03682,5472,39.9
44,0.5,RRT* replan,0,1,1,120,8,0.26165,40636,84.0
44,0.5,Modified plan once,0,0,1,55,0,0.01282,342,38.5
44,0.5,Modified replan,0,1,1,116,5,0.06082,1410,81.2
44,1.0,APF reactive,1,1,0,115,0,0.01284,345,80.5
44,1.0,RRT* plan once,0,0,1,68,0,0.03543,5472,47.6
44,1.0,RRT* replan,0,1,1,126,8,0.23954,36426,88.2
44,1.0,Modified plan once,1,1,0,114,0,0.01224,342,79.8
44,1.0,Modified replan,1,1,0,114,5,0.05437,1270,79.8
44,1.5,APF reactive,0,0,1,61,0,0.0073,183,42.7
44,1.5,RRT* plan once,0,0,1,59,0,0.03464,5472,41.3
44,1.5,RRT* replan,0,0,1,65,7,0.51597,57956,45.5
44,1.5,Modified plan once,0,0,1,59,0,0.01254,342,41.3
44,1.5,Modified replan,0,0,1,62,8,0.75985,50780,43.4
45,0.5,APF reactive,1,1,0,148,0,0.01603,444,103.6
45,0.5,RRT* plan once,0,0,1,61,0,0.03769,5990,42.7
45,0.5,RRT* replan,0,1,1,119,5,0.20688,32641,83.3
45,0.5,Modified plan once,0,0,1,59,0,0.01291,342,41.3
45,0.5,Modified replan,0,1,1,116,17,0.25613,7935,81.2
45,1.0,APF reactive,1,1,0,114,0,0.01347,342,79.8
45,1.0,RRT* plan once,0,0,1,63,0,0.04234,5990,44.1
45,1.0,RRT* replan,1,1,0,122,3,0.1882,25340,85.4
45,1.0,Modified plan once,1,1,0,114,0,0.01352,342,79.8
45,1.0,Modified replan,0,1,1,116,6,0.11373,5104,81.2
45,1.5,APF reactive,0,0,1,60,0,0.00797,180,42.0
45,1.5,RRT* plan once,0,0,1,58,0,0.04115,5990,40.6
45,1.5,RRT* replan,0,1,1,132,7,0.29745,42675,92.4
45,1.5,Modified plan once,0,0,1,57,0,0.01316,342,39.9
45,1.5,Modified replan,0,0,1,58,6,0.73996,45904,40.6
46,0.5,APF reactive,1,1,0,115,0,0.01311,345,80.5
46,0.5,RRT* plan once,0,0,1,54,0,0.04063,5568,37.8
46,0.5,RRT* replan,1,1,0,121,2,0.16621,24330,84.7
46,0.5,Modified plan once,0,0,1,58,0,0.01314,342,40.6
46,0.5,Modified replan,1,1,0,114,3,0.04531,1022,79.8
46,1.0,APF reactive,1,1,0,122,0,0.01408,366,85.4
46,1.0,RRT* plan once,0,0,1,45,0,0.04063,5568,31.5
46,1.0,RRT* replan,0,1,1,129,8,0.36158,52182,90.3
46,1.0,Modified plan once,0,0,1,45,0,0.01293,342,31.5
46,1.0,Modified replan,0,1,1,116,15,0.3242,11564,81.2
46,1.5,APF reactive,0,0,1,66,0,0.00851,198,46.2
46,1.5,RRT* plan once,0,0,1,51,0,0.04052,5568,35.7
46,1.5,RRT* replan,0,0,1,68,10,0.62956,67367,47.6
46,1.5,Modified plan once,0,0,1,57,0,0.01353,342,39.9
46,1.5,Modified replan,0,1,1,114,12,0.16921,6976,79.8
47,0.5,APF reactive,1,1,0,114,0,0.01288,342,79.8
47,0.5,RRT* plan once,1,1,0,123,0,0.04417,6367,86.1
47,0.5,RRT* replan,1,1,0,119,2,0.1281,18100,83.3
47,0.5,Modified plan once,1,1,0,114,0,0.01367,342,79.8
47,0.5,Modified replan,1,1,0,114,3,0.03528,873,79.8
47,1.0,APF reactive,1,1,0,116,0,0.01348,348,81.2
47,1.0,RRT* plan once,0,0,1,47,0,0.04504,6367,32.9
47,1.0,RRT* replan,0,1,1,134,8,0.27609,40200,93.8
47,1.0,Modified plan once,1,1,0,114,0,0.01309,342,79.8
47,1.0,Modified replan,1,1,0,116,5,0.09149,3668,81.2
47,1.5,APF reactive,0,0,1,71,0,0.00857,213,49.7
47,1.5,RRT* plan once,0,0,1,63,0,0.04449,6367,44.1
47,1.5,RRT* replan,0,0,1,71,7,0.51752,53298,49.7
47,1.5,Modified plan once,0,0,1,69,0,0.01287,342,48.3
47,1.5,Modified replan,0,0,1,72,8,0.7374,40679,50.4
48,0.5,APF reactive,1,1,0,152,0,0.0174,456,106.4
48,0.5,RRT* plan once,0,0,1,61,0,0.03923,5739,42.7
48,0.5,RRT* replan,1,1,0,133,4,0.23287,33970,93.1
48,0.5,Modified plan once,0,0,1,59,0,0.01335,342,41.3
48,0.5,Modified replan,0,0,1,74,6,0.77071,55593,51.8
48,1.0,APF reactive,1,1,0,116,0,0.01266,348,81.2
48,1.0,RRT* plan once,0,0,1,51,0,0.03628,5739,35.7
48,1.0,RRT* replan,1,1,0,131,2,0.15451,24180,91.7
48,1.0,Modified plan once,1,1,0,114,0,0.01206,342,79.8
48,1.0,Modified replan,1,1,0,120,6,0.07996,2392,84.0
48,1.5,APF reactive,1,1,0,117,0,0.01285,351,81.9
48,1.5,RRT* plan once,0,0,1,48,0,0.03618,5739,33.6
48,1.5,RRT* replan,1,1,0,121,6,0.27259,42918,84.7
48,1.5,Modified plan once,0,0,1,48,0,0.01206,342,33.6
48,1.5,Modified replan,0,1,1,116,12,0.25551,16040,81.2
49,0.5,APF reactive,1,1,0,116,0,0.01318,348,81.2
49,0.5,RRT* plan once,1,1,0,121,0,0.05539,8406,84.7
49,0.5,RRT* replan,1,1,0,127,2,0.08535,13255,88.9
49,0.5,Modified plan once,1,1,0,115,0,0.01751,418,80.5
49,0.5,Modified replan,1,1,0,116,4,0.08751,4186,81.2
49,1.0,APF reactive,1,1,0,118,0,0.01299,354,82.6
49,1.0,RRT* plan once,0,0,1,65,0,0.05695,8406,45.5
49,1.0,RRT* replan,1,1,0,131,4,0.13476,21042,91.7
49,1.0,Modified plan once,0,0,1,61,0,0.01786,418,42.7
49,1.0,Modified replan,0,0,1,70,8,0.73948,49837,49.0
49,1.5,APF reactive,0,0,1,52,0,0.0068,156,36.4
49,1.5,RRT* plan once,0,0,1,52,0,0.05523,8406,36.4
49,1.5,RRT* replan,0,0,1,62,11,0.77435,91989,43.4
49,1.5,Modified plan once,0,0,1,50,0,0.01767,418,35.0
49,1.5,Modified replan,0,0,1,53,7,0.70695,47191,37.1
50,0.5,APF reactive,1,1,0,115,0,0.01229,345,80.5
50,0.5,RRT* plan once,0,0,1,57,0,0.0556,8131,39.9
50,0.5,RRT* replan,1,1,0,117,0,0.04677,6923,81.9
50,0.5,Modified plan once,0,0,1,53,0,0.01306,342,37.1
50,0.5,Modified replan,0,1,1,114,4,0.04643,1159,79.8
50,1.0,APF reactive,1,1,0,114,0,0.01272,342,79.8
50,1.0,RRT* plan once,1,1,0,121,0,0.05484,8131,84.7
50,1.0,RRT* replan,1,1,0,127,2,0.12734,19376,88.9
50,1.0,Modified plan once,1,1,0,114,0,0.01299,342,79.8
50,1.0,Modified replan,1,1,0,114,5,0.04869,1167,79.8
50,1.5,APF reactive,1,1,0,116,0,0.01455,348,81.2
50,1.5,RRT* plan once,1,1,0,121,0,0.05831,8131,84.7
50,1.5,RRT* replan,1,1,0,120,7,0.27016,39457,84.0
50,1.5,Modified plan once,1,1,0,114,0,0.01293,342,79.8
50,1.5,Modified replan,1,1,0,122,8,0.16514,7684,85.4
51,0.5,APF reactive,1,1,0,114,0,0.01275,342,79.8
51,0.5,RRT* plan once,0,0,1,55,0,0.04897,7275,38.5
51,0.5,RRT* replan,1,1,0,124,1,0.10827,16045,86.8
51,0.5,Modified plan once,1,1,0,114,0,0.01289,342,79.8
51,0.5,Modified replan,1,1,0,114,2,0.02681,678,79.8
51,1.0,APF reactive,1,1,0,117,0,0.01323,351,81.9
51,1.0,RRT* plan once,0,0,1,50,0,0.04925,7275,35.0
51,1.0,RRT* replan,1,1,0,124,1,0.11118,16416,86.8
51,1.0,Modified plan once,0,0,1,49,0,0.01328,342,34.3
51,1.0,Modified replan,0,1,1,115,6,0.07433,1668,80.5
51,1.5,APF reactive,0,0,1,55,0,0.00678,165,38.5
51,1.5,RRT* plan once,0,0,1,50,0,0.04915,7275,35.0
51,1.5,RRT* replan,0,0,1,60,9,0.67853,71598,42.0
51,1.5,Modified plan once,0,0,1,53,0,0.01347,342,37.1
51,1.5,Modified replan,0,0,1,56,7,0.73744,52624,39.2
52,0.5,APF reactive,0,0,0,1500,0,0.21297,4500,1050.0
52,0.5,RRT* plan once,0,0,1,56,0,0.05959,8648,39.2
52,0.5,RRT* replan,0,1,1,121,15,0.45286,66167,84.7
52,0.5,Modified plan once,0,0,1,69,0,0.03658,1100,48.3
52,0.5,Modified replan,0,0,1,75,11,0.98436,69442,52.5
52,1.0,APF reactive,0,0,0,1500,0,0.20009,4500,1050.0
52,1.0,RRT* plan once,0,0,1,54,0,0.05591,8648,37.8
52,1.0,RRT* replan,0,1,1,126,8,0.21437,34218,88.2
52,1.0,Modified plan once,0,0,1,59,0,0.03382,1100,41.3
52,1.0,Modified replan,0,1,1,125,13,0.13642,4072,87.5
52,1.5,APF reactive,0,0,0,1500,0,0.20286,4500,1050.0
52,1.5,RRT* plan once,0,0,1,53,0,0.05607,8648,37.1
52,1.5,RRT* replan,0,1,1,125,10,0.33958,53469,87.5
52,1.5,Modified plan once,0,0,1,57,0,0.03414,1100,39.9
52,1.5,Modified replan,0,0,1,76,7,0.71076,36050,53.2
53,0.5,APF reactive,0,0,0,1500,0,0.21735,4500,1050.0
53,0.5,RRT* plan once,1,1,0,125,0,0.03947,5172,87.5
53,0.5,RRT* replan,1,1,0,131,2,0.11447,15296,91.7
53,0.5,Modified plan once,0,0,1,64,0,0.03697,761,44.8
53,0.5,Modified replan,1,1,0,144,2,0.11848,6140,100.8
53,1.0,APF reactive,0,0,0,1500,0,0.22505,4500,1050.0
53,1.0,RRT* plan once,0,0,1,57,0,0.03955,5172,39.9
53,1.0,RRT* replan,0,1,1,130,15,0.5651,81543,91.0
53,1.0,Modified plan once,0,0,1,77,0,0.03413,761,53.9
